ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS
44292	Yangzhou	赦	ɕ.ɪ.⁵⁵	ɕ.ɪ.⁵⁵	ɕ ɪ ⁵⁵
44293	Suzhou	赦	s.o.⁴¹²	s.o.⁴¹²	s o ⁴¹²
44294	Wenzhou	赦	s.e.i.⁴²	s.e.i.⁴²	s ei ⁴²
44295	Changsha	赦	ʂ.ɤ.⁵⁵	ʂ.ɤ.⁵⁵	ʂ ɤ ⁵⁵
44296	Shuangfeng	赦	ɕ.i.o.³⁵	ɕ.i.o.³⁵	ɕ i/j o ³⁵
44297	Nanchang	赦	s.a.⁴⁵	s.a.⁴⁵	s a ⁴⁵
44298	Meixian	赦	s.a.⁵²	s.a.⁵²	s a ⁵²
44299	Guangzhou	赦	ʃ.ɛ.³³	ʃ.ɛ.³³	ʃ ɛ ³³
44300	Xiamen	赦	s.i.a.¹¹	s.i.a.¹¹	s i/j a ¹¹
44301	Chaozhou	赦	s.i.a.²¹³	s.i.a.²¹³	s i/j a ²¹³
44302	Fuzhou	赦	s.i.e.²¹³	s.i.e.²¹³	s i/j e ²¹³
44303	Shanghai	赦	s.o.³⁵/⁵⁵	s.o.³⁵/⁵⁵	s o ³⁵/⁵⁵
44304	Zhongyuan_Yinyun	赦	ʃ.i.e.Q	ʃ.i.e.Q	ʃ i/j e Q/⁵¹
44305	Beijing	走	ʦ.o.u.²¹⁴	ʦ.o.u.²¹⁴	ts ou ²¹⁴
44306	Jinan	走	ʦ.o.u.⁵⁵	ʦ.o.u.⁵⁵	ts ou ⁵⁵
44307	Xi_an	走	ʦ.o.u.⁵³	ʦ.o.u.⁵³	ts ou ⁵³
44308	Taiyuan	走	ʦ.o.u.⁵³	ʦ.o.u.⁵³	ts ou ⁵³
44309	Hankou	走	ʦ.o.u.⁴²	ʦ.o.u.⁴²	ts ou ⁴²
44310	Chengdu	走	ʦ.ə.u.⁵³	ʦ.ə.u.⁵³	ts əu ⁵³
44311	Yangzhou	走	ʦ.ɤ.ɯ.⁴²	ʦ.ɤ.ɯ.⁴²	ts ɤɯ ⁴²
44312	Suzhou	走	ʦ.ø.y.⁵²	ʦ.ø.y.⁵²	ts øy ⁵²
44313	Wenzhou	走	ʦ.a.u.⁴⁵	ʦ.a.u.⁴⁵	ts au ⁴⁵
44314	Changsha	走	ʦ.ɤ.u.⁴¹	ʦ.ɤ.u.⁴¹	ts ɤu ⁴¹
44315	Shuangfeng	走	ʨ.i.ə.²¹	ʨ.i.ə.²¹	tɕ i/j ə ²¹
44316	Nanchang	走	ʦ.ɛ.u.²¹³	ʦ.ɛ.u.²¹³	ts ɛu ²¹³
44317	Meixian	走	ʦ.ɛ.u.³¹	ʦ.ɛ.u.³¹	ts ɛu ³¹
44318	Guangzhou	走	ʧ.a.u.³⁵	ʧ.a.u.³⁵	tʃ au ³⁵
44319	Xiamen	走	ʦ.ɔ.⁵¹	ʦ.ɔ.⁵¹	ts ɔ ⁵¹
44320	Xiamen	走	ʦ.a.u.⁵¹	ʦ.a.u.⁵¹	ts au ⁵¹
44321	Xiamen	走	ʦ.ɔ.⁵¹	ʦ.ɔ.⁵¹	ts ɔ ⁵¹
44322	Xiamen	走	ʦ.a.u.⁵¹	ʦ.a.u.⁵¹	ts au ⁵¹
44323	Chaozhou	走	ʦ.a.u.⁵³	ʦ.a.u.⁵³	ts au ⁵³
44324	Fuzhou	走	ʦ.e.u.³¹	ʦ.e.u.³¹	ts eu ³¹
44325	Fuzhou	走	ʦ.a.u.³¹	ʦ.a.u.³¹	ts au ³¹
44326	Shanghai	走	ʦ.ɤ.ɯ.³⁵/⁵⁵	ʦ.ɤ.ɯ.³⁵/⁵⁵	ts ɤɯ ³⁵/⁵⁵
44327	Zhongyuan_Yinyun	走	ʦ.o.u.S	ʦ.o.u.S	ts ou S/³⁵
44348	Beijing	起	ʨʰ.i.²¹⁴	ʨʰ.i.²¹⁴	tɕʰ i ²¹⁴
44349	Jinan	起	ʨʰ.i.⁵⁵	ʨʰ.i.⁵⁵	tɕʰ i ⁵⁵
44350	Xi_an	起	ʨʰ.i.⁵³	ʨʰ.i.⁵³	tɕʰ i ⁵³
44351	Taiyuan	起	ʨʰ.i.⁵³	ʨʰ.i.⁵³	tɕʰ i ⁵³
44352	Hankou	起	ʨʰ.i.⁴²	ʨʰ.i.⁴²	tɕʰ i ⁴²
44353	Chengdu	起	ʨʰ.i.⁵³	ʨʰ.i.⁵³	tɕʰ i ⁵³
44354	Yangzhou	起	ʨʰ.i.⁴²	ʨʰ.i.⁴²	tɕʰ i ⁴²
44355	Suzhou	起	ʨʰ.i.⁵²	ʨʰ.i.⁵²	tɕʰ i ⁵²
44356	Wenzhou	起	ʦʰ.ɿ.⁴⁵	ʦʰ.ɿ.⁴⁵	tsʰ ɿ ⁴⁵
44357	Changsha	起	ʨʰ.i.⁴¹	ʨʰ.i.⁴¹	tɕʰ i ⁴¹
44358	Shuangfeng	起	ʨʰ.i.²¹	ʨʰ.i.²¹	tɕʰ i ²¹
44359	Nanchang	起	ʨʰ.i.²¹³	ʨʰ.i.²¹³	tɕʰ i ²¹³
44360	Meixian	起	kʰ.i.³¹	kʰ.i.³¹	kʰ i ³¹
44361	Guangzhou	起	h.e.i.⁵³/⁵⁵	h.e.i.⁵³/⁵⁵	h ei ⁵³/⁵⁵
44362	Xiamen	起	kʰ.i.⁵¹	kʰ.i.⁵¹	kʰ i ⁵¹
44363	Chaozhou	起	kʰ.i.⁵³	kʰ.i.⁵³	kʰ i ⁵³
44364	Fuzhou	起	kʰ.i.³¹	kʰ.i.³¹	kʰ i ³¹
44365	Shanghai	起	ʨʰ.i.³⁵/⁵⁵	ʨʰ.i.³⁵/⁵⁵	tɕʰ i ³⁵/⁵⁵
44366	Zhongyuan_Yinyun	起	kʰ.i.S	kʰ.i.S	kʰ i S/³⁵
44367	Beijing	趁	tʂʰ.ə.n.⁵¹	tʂʰ.ə.n.⁵¹	ʈʂʰ ə n ⁵¹
44368	Jinan	趁	tʂʰ.eː ²¹	tʂʰ.eː ²¹	ʈʂʰ eː ²¹
44369	Xi_an	趁	tʂʰ.eː ⁵⁵	tʂʰ.eː ⁵⁵	ʈʂʰ eː ⁵⁵
44370	Taiyuan	趁	ʦʰ.ə.ŋ.⁴⁵	ʦʰ.ə.ŋ.⁴⁵	tsʰ ə ŋ ⁴⁵
44371	Hankou	趁	ʦʰ.ə.n.³⁵	ʦʰ.ə.n.³⁵	tsʰ ə n ³⁵
44372	Chengdu	趁	ʦʰ.ə.n.¹³	ʦʰ.ə.n.¹³	tsʰ ə n ¹³
44373	Yangzhou	趁	ʦʰ.ə.n.⁵⁵	ʦʰ.ə.n.⁵⁵	tsʰ ə n ⁵⁵
44374	Suzhou	趁	ʦʰ.ə.n.⁴¹²	ʦʰ.ə.n.⁴¹²	tsʰ ə n ⁴¹²
44375	Wenzhou	趁	ʦʰ.a.ŋ.⁴²	ʦʰ.a.ŋ.⁴²	tsʰ a ŋ ⁴²
44376	Changsha	趁	tʂʰ.ə.n.⁵⁵	tʂʰ.ə.n.⁵⁵	ʈʂʰ ə n ⁵⁵
44377	Shuangfeng	趁	ʨʰ.i.n.³⁵	ʨʰ.i.n.³⁵	tɕʰ i n ³⁵
44378	Shuangfeng	趁	tʰ.i.n.³⁵	tʰ.i.n.³⁵	tʰ i n ³⁵
44379	Nanchang	趁	ʦʰ.ə.n.²¹	ʦʰ.ə.n.²¹	tsʰ ə n ²¹
44380	Meixian	趁	ʦʰ.ə.n.⁵²	ʦʰ.ə.n.⁵²	tsʰ ə n ⁵²
44381	Guangzhou	趁	ʧʰ.a.n.³³	ʧʰ.a.n.³³	tʃʰ a n ³³
44382	Xiamen	趁	tʰ.i.n.¹¹	tʰ.i.n.¹¹	tʰ i n ¹¹
44383	Xiamen	趁	tʰ.a.n.¹¹	tʰ.a.n.¹¹	tʰ a n ¹¹
44384	Xiamen	趁	tʰ.a.n.⁵¹	tʰ.a.n.⁵¹	tʰ a n ⁵¹
44385	Chaozhou	趁	ʦ.i.e.ŋ.⁵³	ʦ.i.e.ŋ.⁵³	ts i/j e ŋ ⁵³
44386	Fuzhou	趁	tʰ.e.i.ŋ.²¹³	tʰ.e.i.ŋ.²¹³	tʰ ei ŋ ²¹³
44387	Shanghai	趁	ʦʰ.ə.ŋ.³⁵/⁵⁵	ʦʰ.ə.ŋ.³⁵/⁵⁵	tsʰ ə ŋ ³⁵/⁵⁵
44388	Zhongyuan_Yinyun	趁	ʧʰ.i.ə.n.Q	ʧʰ.i.ə.n.Q	tʃʰ i/j ə n Q/⁵¹
44389	Beijing	超	tʂʰ.a.u.⁵⁵	tʂʰ.a.u.⁵⁵	ʈʂʰ au ⁵⁵
44390	Jinan	超	tʂʰ.ɔ.²¹³	tʂʰ.ɔ.²¹³	ʈʂʰ ɔ ²¹³
44391	Xi_an	超	tʂʰ.a.u.²¹	tʂʰ.a.u.²¹	ʈʂʰ au ²¹
44392	Taiyuan	超	ʦʰ.a.u.¹¹	ʦʰ.a.u.¹¹	tsʰ au ¹¹
44393	Hankou	超	ʦʰ.a.u.⁵⁵	ʦʰ.a.u.⁵⁵	tsʰ au ⁵⁵
44394	Chengdu	超	ʦʰ.a.u.⁴⁴	ʦʰ.a.u.⁴⁴	tsʰ au ⁴⁴
44395	Yangzhou	超	ʦʰ.ɔ.²¹	ʦʰ.ɔ.²¹	tsʰ ɔ ²¹
44396	Suzhou	超	ʦʰ.æ.⁴⁴	ʦʰ.æ.⁴⁴	tsʰ æ ⁴⁴
44397	Wenzhou	超	ʨʰ.i.ɛ.⁴⁴	ʨʰ.i.ɛ.⁴⁴	tɕʰ i/j ɛ ⁴⁴
44398	Changsha	超	tʂʰ.a.u.³³	tʂʰ.a.u.³³	ʈʂʰ au ³³
44399	Shuangfeng	超	ʨʰ.i.ə.⁵⁵	ʨʰ.i.ə.⁵⁵	tɕʰ i/j ə ⁵⁵
44400	Nanchang	超	ʦʰ.ɛ.u.⁴²	ʦʰ.ɛ.u.⁴²	tsʰ ɛu ⁴²
44401	Meixian	超	ʦʰ.a.u.⁴⁴	ʦʰ.a.u.⁴⁴	tsʰ au ⁴⁴
44402	Guangzhou	超	ʧʰ.i.u.⁵³/⁵⁵	ʧʰ.i.u.⁵³/⁵⁵	tʃʰ i/j u ⁵³/⁵⁵
44403	Xiamen	超	ʦʰ.i.a.u.⁵⁵	ʦʰ.i.a.u.⁵⁵	tsʰ i/j au ⁵⁵
44404	Chaozhou	超	tʰ.i.ə.u.³³	tʰ.i.ə.u.³³	tʰ i/j əu ³³
44405	Fuzhou	超	ʦʰ.i.e.u.⁴⁴	ʦʰ.i.e.u.⁴⁴	tsʰ i/j eu ⁴⁴
44406	Shanghai	超	ʦʰ.ɔ.⁵³	ʦʰ.ɔ.⁵³	tsʰ ɔ ⁵³
44407	Zhongyuan_Yinyun	超	ʧʰ.i.a.u.P	ʧʰ.i.a.u.P	tʃʰ i/j au P/⁵⁵
44408	Beijing	越	.y.e.⁵¹	.y.e.⁵¹	y/ɥ e ⁵¹
44409	Jinan	越	.y.e.²¹	.y.e.²¹	y/ɥ e ²¹
44410	Xi_an	越	.y.e.²¹	.y.e.²¹	y/ɥ e ²¹
44411	Taiyuan	越	.y.ə.ʔ.²	.y.ə.ʔ.²	y/ɥ ə ʔ ²
44412	Hankou	越	.y.e.²¹³	.y.e.²¹³	y/ɥ e ²¹³
44413	Chengdu	越	.y.e.³¹	.y.e.³¹	y/ɥ e ³¹
44414	Yangzhou	越	.y.ə.ʔ.⁴	.y.ə.ʔ.⁴	y/ɥ ə ʔ ⁴
44415	Suzhou	越	.y.ɤ.ʔ.²³	.y.ɤ.ʔ.²³	y/ɥ ɤ ʔ ²³
44416	Wenzhou	越	ɦ.y.²¹²	ɦ.y.²¹²	ɦ y ²¹²
44417	Changsha	越	.y.e.²⁴	.y.e.²⁴	y/ɥ e ²⁴
44418	Shuangfeng	越	.u.ɛ.²³	.u.ɛ.²³	u/w ɛ ²³
44419	Nanchang	越	.y.ɔ.t.⁵	.y.ɔ.t.⁵	y/ɥ ɔ t ⁵
44420	Meixian	越	j.a.t.⁵	j.a.t.⁵	j a t ⁵
44421	Guangzhou	越	j.y.t.²²/²	j.y.t.²²/²	j y t ²²/²
44422	Xiamen	越	.u.a.t.⁵	.u.a.t.⁵	u/w a t ⁵
44423	Chaozhou	越	.u.e.k.⁴	.u.e.k.⁴	u/w e k ⁴
44424	Fuzhou	越	.o.u.ʔ.⁴	.o.u.ʔ.⁴	ou ʔ ⁴
44425	Shanghai	越	.y.ɪ.ʔ.¹³	.y.ɪ.ʔ.¹³	y/ɥ ɪ ʔ ¹³
44426	Zhongyuan_Yinyun	越	.y.e.R³	.y.e.R³	y/ɥ e R³/²¹⁴
44328	Beijing	趕	k.a.n.²¹⁴	k.a.n.²¹⁴	k a n ²¹⁴
44329	Jinan	趕	k.aː ⁵⁵	k.aː ⁵⁵	k aː ⁵⁵
44330	Xi_an	趕	k.aː ⁵³	k.aː ⁵³	k aː ⁵³
44331	Taiyuan	趕	k.æː ⁵³	k.æː ⁵³	k æː ⁵³
44332	Hankou	趕	k.a.n.⁴²	k.a.n.⁴²	k a n ⁴²
44333	Chengdu	趕	k.a.n.⁵³	k.a.n.⁵³	k a n ⁵³
44334	Yangzhou	趕	k.ɛː ⁴²	k.ɛː ⁴²	k ɛː ⁴²
44335	Suzhou	趕	k.ø.⁵²	k.ø.⁵²	k ø ⁵²
44336	Wenzhou	趕	k.y.⁴⁵	k.y.⁴⁵	k y ⁴⁵
44337	Changsha	趕	k.a.n.⁴¹	k.a.n.⁴¹	k a n ⁴¹
44338	Shuangfeng	趕	k.u.ɛː ²¹	k.u.ɛː ²¹	k uɛː ²¹
44339	Nanchang	趕	k.ɔ.n.²¹³	k.ɔ.n.²¹³	k ɔ n ²¹³
44340	Meixian	趕	k.ɔ.n.³¹	k.ɔ.n.³¹	k ɔ n ³¹
44341	Guangzhou	趕	k.ɔ.n.³⁵	k.ɔ.n.³⁵	k ɔ n ³⁵
44342	Xiamen	趕	k.a.n.⁵¹	k.a.n.⁵¹	k a n ⁵¹
44343	Xiamen	趕	k.u.aː ⁵¹	k.u.aː ⁵¹	k uaː ⁵¹
44344	Chaozhou	趕	k.u.aː ⁵³	k.u.aː ⁵³	k uaː ⁵³
44345	Fuzhou	趕	k.a.ŋ.³¹	k.a.ŋ.³¹	k a ŋ ³¹
44346	Shanghai	趕	k.ø.³⁵/⁵⁵	k.ø.³⁵/⁵⁵	k ø ³⁵/⁵⁵
44347	Zhongyuan_Yinyun	趕	k.a.n.S	k.a.n.S	k a n S/³⁵
44427	Beijing	趙	tʂ.a.u.⁵¹	tʂ.a.u.⁵¹	ʈʂ au ⁵¹
44428	Jinan	趙	tʂ.ɔ.²¹	tʂ.ɔ.²¹	ʈʂ ɔ ²¹
44429	Xi_an	趙	ʦ.a.u.⁵⁵	ʦ.a.u.⁵⁵	ts au ⁵⁵
44430	Taiyuan	趙	ʦ.a.u.⁴⁵	ʦ.a.u.⁴⁵	ts au ⁴⁵
44431	Hankou	趙	ʦ.a.u.³⁵	ʦ.a.u.³⁵	ts au ³⁵
44432	Chengdu	趙	ʦ.a.u.¹³	ʦ.a.u.¹³	ts au ¹³
44433	Yangzhou	趙	ʦ.ɔ.⁵⁵	ʦ.ɔ.⁵⁵	ts ɔ ⁵⁵
44434	Suzhou	趙	z.æ.³¹	z.æ.³¹	z æ ³¹
44435	Wenzhou	趙	ʥ.i.ɛ.³⁴	ʥ.i.ɛ.³⁴	dʑ i/j ɛ ³⁴
44436	Changsha	趙	tʂ.a.u.⁵⁵	tʂ.a.u.⁵⁵	ʈʂ au ⁵⁵
44437	Changsha	趙	tʂ.a.u.²¹	tʂ.a.u.²¹	ʈʂ au ²¹
44438	Shuangfeng	趙	ʥ.i.ə.³³	ʥ.i.ə.³³	dʑ i/j ə ³³
44439	Nanchang	趙	ʦʰ.ɛ.u.²¹	ʦʰ.ɛ.u.²¹	tsʰ ɛu ²¹
44440	Meixian	趙	ʦʰ.a.u.⁵²	ʦʰ.a.u.⁵²	tsʰ au ⁵²
44441	Guangzhou	趙	ʧ.i.u.³³	ʧ.i.u.³³	tʃ i/j u ³³
44442	Xiamen	趙	t.i.a.u.³³	t.i.a.u.³³	t i/j au ³³
44443	Xiamen	趙	t.i.o.³³	t.i.o.³³	t i/j o ³³
44444	Chaozhou	趙	t.i.e.³⁵	t.i.e.³⁵	t i/j e ³⁵
44445	Fuzhou	趙	t.i.e.u.²⁴²	t.i.e.u.²⁴²	t i/j eu ²⁴²
44446	Shanghai	趙	z.ɔ.¹³	z.ɔ.¹³	z ɔ ¹³
44447	Zhongyuan_Yinyun	趙	ʧ.i.a.u.Q	ʧ.i.a.u.Q	tʃ i/j au Q/⁵¹
44467	Beijing	趟	tʰ.a.ŋ.⁵¹	tʰ.a.ŋ.⁵¹	tʰ a ŋ ⁵¹
44468	Jinan	趟	tʰ.a.ŋ.²¹	tʰ.a.ŋ.²¹	tʰ a ŋ ²¹
44469	Xi_an	趟	tʰ.a.ŋ.⁵⁵	tʰ.a.ŋ.⁵⁵	tʰ a ŋ ⁵⁵
44470	Taiyuan	趟	tʰ.ɒː ⁴⁵	tʰ.ɒː ⁴⁵	tʰ ɒː ⁴⁵
44471	Hankou	趟	tʰ.a.ŋ.³⁵	tʰ.a.ŋ.³⁵	tʰ a ŋ ³⁵
44472	Chengdu	趟	tʰ.a.ŋ.¹³	tʰ.a.ŋ.¹³	tʰ a ŋ ¹³
44473	Yangzhou	趟	tʰ.ɑ.ŋ.⁵⁵	tʰ.ɑ.ŋ.⁵⁵	tʰ ɑ ŋ ⁵⁵
44474	Suzhou	趟	tʰ.ɒ.ŋ.⁴¹²	tʰ.ɒ.ŋ.⁴¹²	tʰ ɒ ŋ ⁴¹²
44475	Wenzhou	趟	tʰ.ɔ.⁴²	tʰ.ɔ.⁴²	tʰ ɔ ⁴²
44476	Changsha	趟	tʰ.a.n.⁵⁵	tʰ.a.n.⁵⁵	tʰ a n ⁵⁵
44477	Shuangfeng	趟	tʰ.a.ŋ.³⁵	tʰ.a.ŋ.³⁵	tʰ a ŋ ³⁵
44478	Nanchang	趟	tʰ.ɔ.ŋ.⁴⁵	tʰ.ɔ.ŋ.⁴⁵	tʰ ɔ ŋ ⁴⁵
44479	Meixian	趟	tʰ.ɔ.ŋ.⁵²	tʰ.ɔ.ŋ.⁵²	tʰ ɔ ŋ ⁵²
44480	Guangzhou	趟	tʰ.ɔ.ŋ.³³	tʰ.ɔ.ŋ.³³	tʰ ɔ ŋ ³³
44481	Xiamen	趟	tʰ.ɔ.ŋ.¹¹	tʰ.ɔ.ŋ.¹¹	tʰ ɔ ŋ ¹¹
44482	Chaozhou	趟	tʰ.a.ŋ.²¹³	tʰ.a.ŋ.²¹³	tʰ a ŋ ²¹³
44483	Fuzhou	趟	tʰ.o.u.ŋ.²¹³	tʰ.o.u.ŋ.²¹³	tʰ ou ŋ ²¹³
44484	Shanghai	趟	tʰ.ɒː ³⁵/⁵⁵	tʰ.ɒː ³⁵/⁵⁵	tʰ ɒː ³⁵/⁵⁵
44448	Beijing	趣	ʨʰ.y.⁵¹	ʨʰ.y.⁵¹	tɕʰ y ⁵¹
44449	Jinan	趣	ʨʰ.y.²¹	ʨʰ.y.²¹	tɕʰ y ²¹
44450	Xi_an	趣	ʨʰ.y.⁵⁵	ʨʰ.y.⁵⁵	tɕʰ y ⁵⁵
44451	Taiyuan	趣	ʨʰ.y.⁴⁵	ʨʰ.y.⁴⁵	tɕʰ y ⁴⁵
44452	Hankou	趣	ʨʰ.y.³⁵	ʨʰ.y.³⁵	tɕʰ y ³⁵
44453	Chengdu	趣	ʨʰ.y.¹³	ʨʰ.y.¹³	tɕʰ y ¹³
44454	Yangzhou	趣	ʨʰ.y.⁵⁵	ʨʰ.y.⁵⁵	tɕʰ y ⁵⁵
44455	Suzhou	趣	ʦʰ.i.⁴¹²	ʦʰ.i.⁴¹²	tsʰ i ⁴¹²
44456	Wenzhou	趣	ʦʰ.ɿ.⁴²	ʦʰ.ɿ.⁴²	tsʰ ɿ ⁴²
44457	Changsha	趣	ʦʰ.i.⁵⁵	ʦʰ.i.⁵⁵	tsʰ i ⁵⁵
44458	Shuangfeng	趣	ʨʰ.y.³⁵	ʨʰ.y.³⁵	tɕʰ y ³⁵
44459	Nanchang	趣	ʨʰ.y.²¹³	ʨʰ.y.²¹³	tɕʰ y ²¹³
44460	Meixian	趣	ʦʰ.i.⁵²	ʦʰ.i.⁵²	tsʰ i ⁵²
44461	Guangzhou	趣	ʧʰ.œ.y.³³	ʧʰ.œ.y.³³	tʃʰ œy ³³
44462	Xiamen	趣	ʦʰ.u.¹¹	ʦʰ.u.¹¹	tsʰ u ¹¹
44463	Chaozhou	趣	ʦʰ.u.²¹³	ʦʰ.u.²¹³	tsʰ u ²¹³
44464	Fuzhou	趣	ʦʰ.y.²¹³	ʦʰ.y.²¹³	tsʰ y ²¹³
44465	Shanghai	趣	ʦʰ.y.³⁵/⁵⁵	ʦʰ.y.³⁵/⁵⁵	tsʰ y ³⁵/⁵⁵
44466	Zhongyuan_Yinyun	趣	ʦʰ.i.u.Q	ʦʰ.i.u.Q	tsʰ i/j u Q/⁵¹
44485	Beijing	足	ʦ.u.³⁵	ʦ.u.³⁵	ts u ³⁵
44486	Jinan	足	ʨ.y.²¹³	ʨ.y.²¹³	tɕ y ²¹³
44487	Xi_an	足	ʦ.o.u.²¹	ʦ.o.u.²¹	ts ou ²¹
44488	Taiyuan	足	ʨ.y.ə.ʔ.²	ʨ.y.ə.ʔ.²	tɕ y/ɥ ə ʔ ²
44489	Hankou	足	ʦ.o.u.²¹³	ʦ.o.u.²¹³	ts ou ²¹³
44490	Chengdu	足	ʨ.y.o.³¹	ʨ.y.o.³¹	tɕ y/ɥ o ³¹
44491	Yangzhou	足	ʦ.ɔ.ʔ.⁴	ʦ.ɔ.ʔ.⁴	ts ɔ ʔ ⁴
44492	Suzhou	足	ʦ.o.ʔ.⁴	ʦ.o.ʔ.⁴	ts o ʔ ⁴
44493	Wenzhou	足	ʨ.y.o.³²³	ʨ.y.o.³²³	tɕ y/ɥ o ³²³
44494	Changsha	足	ʦ.ɤ.u.²⁴	ʦ.ɤ.u.²⁴	ts ɤu ²⁴
44495	Shuangfeng	足	ʦ.ə.u.²³	ʦ.ə.u.²³	ts əu ²³
44496	Nanchang	足	ʦ.u.k.⁵	ʦ.u.k.⁵	ts u k ⁵
44497	Meixian	足	ʦ.i.u.k.¹	ʦ.i.u.k.¹	ts i/j u k ¹
44498	Guangzhou	足	ʧ.u.k.⁵	ʧ.u.k.⁵	tʃ u k ⁵
44499	Xiamen	足	ʦ.i.ɔ.k.³²	ʦ.i.ɔ.k.³²	ts i/j ɔ k ³²
44500	Chaozhou	足	ʦ.o.k.²¹	ʦ.o.k.²¹	ts o k ²¹
44501	Fuzhou	足	ʦ.ø.y.ʔ.²³	ʦ.ø.y.ʔ.²³	ts øy ʔ ²³
44502	Shanghai	足	ʦ.o.ʔ.⁵	ʦ.o.ʔ.⁵	ts o ʔ ⁵
44503	Zhongyuan_Yinyun	足	ʦ.i.u.R¹	ʦ.i.u.R¹	ts i/j u R¹/²¹⁴
44504	Beijing	跌	t.i.e.⁵⁵	t.i.e.⁵⁵	t i/j e ⁵⁵
44505	Jinan	跌	t.i.e.²¹³	t.i.e.²¹³	t i/j e ²¹³
44506	Xi_an	跌	t.i.e.²¹	t.i.e.²¹	t i/j e ²¹
44507	Taiyuan	跌	t.i.ə.ʔ.²	t.i.ə.ʔ.²	t i/j ə ʔ ²
44508	Hankou	跌	t.i.e.²¹³	t.i.e.²¹³	t i/j e ²¹³
44509	Chengdu	跌	t.i.e.³¹	t.i.e.³¹	t i/j e ³¹
44510	Yangzhou	跌	t.i.ə.ʔ.⁴	t.i.ə.ʔ.⁴	t i/j ə ʔ ⁴
44511	Suzhou	跌	t.i.ɤ.ʔ.⁴	t.i.ɤ.ʔ.⁴	t i/j ɤ ʔ ⁴
44512	Wenzhou	跌	t.i.³²³	t.i.³²³	t i ³²³
44513	Changsha	跌	t.i.e.²⁴	t.i.e.²⁴	t i/j e ²⁴
44514	Shuangfeng	跌	t.i.ɛ.²³	t.i.ɛ.²³	t i/j ɛ ²³
44515	Nanchang	跌	t.i.ɛ.t.⁵	t.i.ɛ.t.⁵	t i/j ɛ t ⁵
44516	Meixian	跌	t.i.ɛ.t.¹	t.i.ɛ.t.¹	t i/j ɛ t ¹
44517	Guangzhou	跌	t.i.t.³	t.i.t.³	t i t ³
44518	Xiamen	跌	t.i.ɛ.t.⁵	t.i.ɛ.t.⁵	t i/j ɛ t ⁵
44519	Chaozhou	跌	t.i.e.k.²¹	t.i.e.k.²¹	t i/j e k ²¹
44520	Fuzhou	跌	t.i.e.ʔ.⁴	t.i.e.ʔ.⁴	t i/j e ʔ ⁴
44521	Shanghai	跌	t.ɪ.ʔ.⁵	t.ɪ.ʔ.⁵	t ɪ ʔ ⁵
44522	Zhongyuan_Yinyun	跌	t.i.e.R²	t.i.e.R²	t i/j e R²/²¹⁴
44523	Beijing	跑	pʰ.a.u.²¹⁴	pʰ.a.u.²¹⁴	pʰ au ²¹⁴
44524	Jinan	跑	pʰ.ɔ.⁵⁵	pʰ.ɔ.⁵⁵	pʰ ɔ ⁵⁵
44525	Xi_an	跑	pʰ.a.u.⁵³	pʰ.a.u.⁵³	pʰ au ⁵³
44526	Taiyuan	跑	pʰ.a.u.⁵³	pʰ.a.u.⁵³	pʰ au ⁵³
44527	Hankou	跑	pʰ.a.u.²¹³	pʰ.a.u.²¹³	pʰ au ²¹³
44528	Chengdu	跑	pʰ.a.u.⁵³	pʰ.a.u.⁵³	pʰ au ⁵³
44529	Yangzhou	跑	pʰ.ɔ.³⁴	pʰ.ɔ.³⁴	pʰ ɔ ³⁴
44530	Suzhou	跑	b.æ.²⁴	b.æ.²⁴	b æ ²⁴
44531	Wenzhou	跑	b.u.ɔ.³¹	b.u.ɔ.³¹	b u/w ɔ ³¹
44532	Changsha	跑	pʰ.a.u.⁴¹	pʰ.a.u.⁴¹	pʰ au ⁴¹
44533	Shuangfeng	跑	pʰ.ə.²¹	pʰ.ə.²¹	pʰ ə ²¹
44534	Nanchang	跑	pʰ.a.u.²¹³	pʰ.a.u.²¹³	pʰ au ²¹³
44535	Meixian	跑	pʰ.a.u.⁴⁴	pʰ.a.u.⁴⁴	pʰ au ⁴⁴
44536	Guangzhou	跑	pʰ.a:.u.³⁵	pʰ.a:.u.³⁵	pʰ aːu ³⁵
44537	Xiamen	跑	pʰ.a.u.⁵¹	pʰ.a.u.⁵¹	pʰ au ⁵¹
44538	Chaozhou	跑	pʰ.a.u.⁵³	pʰ.a.u.⁵³	pʰ au ⁵³
44539	Fuzhou	跑	pʰ.a.u.⁵²	pʰ.a.u.⁵²	pʰ au ⁵²
44540	Shanghai	跑	p.ɔ.¹³	p.ɔ.¹³	p ɔ ¹³
44541	Zhongyuan_Yinyun	跑	pʰ.a.u.P²	pʰ.a.u.P²	pʰ au P²/⁵⁵
44542	Beijing	距	ʨ.y.⁵¹	ʨ.y.⁵¹	tɕ y ⁵¹
44543	Jinan	距	ʨ.y.²¹	ʨ.y.²¹	tɕ y ²¹
44544	Xi_an	距	ʨ.y.⁵⁵	ʨ.y.⁵⁵	tɕ y ⁵⁵
44545	Taiyuan	距	ʨ.y.⁴⁵	ʨ.y.⁴⁵	tɕ y ⁴⁵
44546	Hankou	距	ʨ.y.³⁵	ʨ.y.³⁵	tɕ y ³⁵
44547	Chengdu	距	ʨ.y.¹³	ʨ.y.¹³	tɕ y ¹³
