CHARACTER	PINYIN	DOCULECT	VALUE	SEGMENTS	WENBAI_YIDU
淡	dàn	Chaozhou	t.aː ³⁵	t aː ³⁵	1
淡	dàn	Fuzhou	t.a.ŋ.²⁴²	t a ŋ ²⁴²	1
淡	dàn	Shanghai	t.E.¹³	t E ¹³	1
淡	dàn	Zhongyuan_Yinyun	t.a.m.Q	t a m Q	1
淨	jìng	Beijing	ʨ.i.ŋ.⁵¹	ʨ i ŋ ⁵¹	1
淨	jìng	Jinan	ʨ.i.ŋ.²¹	ʨ i ŋ ²¹	1
淨	jìng	Xi_an	ʨ.i.ŋ.⁵⁵	ʨ i ŋ ⁵⁵	1
淨	jìng	Taiyuan	ʨ.i.ŋ.⁴⁵	ʨ i ŋ ⁴⁵	1
淨	jìng	Hankou	ʨ.i.n.³⁵	ʨ i n ³⁵	1
淨	jìng	Chengdu	ʨ.i.ŋ.¹³	ʨ i ŋ ¹³	1
淨	jìng	Yangzhou	ʨ.iː ⁵⁵	ʨ iː ⁵⁵	1
淨	jìng	Suzhou	z.i.n.³¹	z i n ³¹	1
淨	jìng	Wenzhou	z.e.ŋ.²²	z e ŋ ²²	1
淨	jìng	Changsha	ʦ.i.n.⁵⁵	ʦ i n ⁵⁵	1
淨	jìng	Changsha	ʦ.i.n.²¹	ʦ i n ²¹	1
淨	jìng	Shuangfeng	ʥ.i.n.³³	ʥ i n ³³	1
淨	jìng	Nanchang	ʨʰ.i.n.²¹	ʨʰ i n ²¹	1
淨	jìng	Nanchang	ʨʰ.i.a.ŋ.²¹	ʨʰ i a ŋ ²¹	1
淨	jìng	Meixian	ʦʰ.i.a.ŋ.⁵²	ʦʰ i a ŋ ⁵²	1
淨	jìng	Guangzhou	ʧ.ɪ.ŋ.²²	ʧ ɪ ŋ ²²	1
淨	jìng	Xiamen	ʦ.ɪ.ŋ.³³	ʦ ɪ ŋ ³³	1
淨	jìng	Chaozhou	ʦ.e.ŋ.³⁵	ʦ e ŋ ³⁵	1
淨	jìng	Fuzhou	ʦ.i.ŋ.²⁴²	ʦ i ŋ ²⁴²	1
淨	jìng	Fuzhou	ʦ.i.a.ŋ.²⁴²	ʦ i a ŋ ²⁴²	1
淨	jìng	Shanghai	z.i.ŋ.¹³	z i ŋ ¹³	1
淨	jìng	Zhongyuan_Yinyun	ʦ.i.ə.ŋ.Q	ʦ i ə ŋ Q	1
淮	huái	Beijing	x.u.a.i.³⁵	x u a i ³⁵	1
淮	huái	Jinan	x.u.ɛ.⁴²	x u ɛ ⁴²	1
淮	huái	Xi_an	x.u.ɛ.²⁴	x u ɛ ²⁴	1
淮	huái	Taiyuan	x.u.a.i.¹¹	x u a i ¹¹	1
淮	huái	Hankou	x.u.a.i.²¹³	x u a i ²¹³	1
淮	huái	Chengdu	x.u.a.i.³¹	x u a i ³¹	1
淮	huái	Yangzhou	x.u.ɛ.³⁴	x u ɛ ³⁴	1
淮	huái	Suzhou	ɦ.u.E.²⁴	ɦ u E ²⁴	1
淮	huái	Suzhou	ɦ.u.ɒ.²⁴	ɦ u ɒ ²⁴	1
淮	huái	Wenzhou	v.a.³¹	v a ³¹	1
淮	huái	Changsha	f.a.i.¹³	f a i ¹³	1
淮	huái	Shuangfeng	ɣ.u.a.²³	ɣ u a ²³	1
淮	huái	Nanchang	ɸ.u.a.i.⁴⁵	ɸ u a i ⁴⁵	1
淮	huái	Meixian	f.ɔ.i.¹¹	f ɔ i ¹¹	1
淮	huái	Guangzhou	.u.a:.i.²¹	u a: i ²¹	1
淮	huái	Xiamen	h.u.a.i.²⁴	h u a i ²⁴	1
淮	huái	Chaozhou	h.u.a.i.⁵⁵	h u a i ⁵⁵	1
淮	huái	Fuzhou	x.u.a.i.⁵²	x u a i ⁵²	1
深	shēn	Beijing	ʂ.ə.n.⁵⁵	ʂ ə n ⁵⁵	1
深	shēn	Jinan	ʂ.eː ²¹³	ʂ eː ²¹³	1
深	shēn	Xi_an	ʂ.eː ²¹	ʂ eː ²¹	1
深	shēn	Taiyuan	s.ə.ŋ.¹¹	s ə ŋ ¹¹	1
深	shēn	Hankou	s.ə.n.⁵⁵	s ə n ⁵⁵	1
深	shēn	Chengdu	s.ə.n.⁴⁴	s ə n ⁴⁴	1
深	shēn	Yangzhou	s.ə.n.²¹	s ə n ²¹	1
深	shēn	Suzhou	s.ə.n.⁴⁴	s ə n ⁴⁴	1
深	shēn	Wenzhou	s.a.ŋ.⁴⁴	s a ŋ ⁴⁴	1
深	shēn	Changsha	ʂ.ə.n.³³	ʂ ə n ³³	1
深	shēn	Shuangfeng	ɕ.i.n.⁵⁵	ɕ i n ⁵⁵	1
深	shēn	Nanchang	s.ə.n.⁴²	s ə n ⁴²	1
深	shēn	Meixian	ʦʰ.ə.m.⁴⁴	ʦʰ ə m ⁴⁴	1
深	shēn	Guangzhou	ʃ.a.m.⁵³/⁵⁵	ʃ a m ⁵³/⁵⁵	1
深	shēn	Xiamen	ʦʰ.i.m.⁵⁵	ʦʰ i m ⁵⁵	1
深	shēn	Chaozhou	ʦʰ.i.m.³³	ʦʰ i m ³³	1
深	shēn	Fuzhou	s.i.ŋ.⁴⁴	s i ŋ ⁴⁴	1
深	shēn	Shanghai	s.ə.ŋ.⁵³	s ə ŋ ⁵³	1
深	shēn	Zhongyuan_Yinyun	ʃ.i.ə.m.P	ʃ i ə m P	1
混	hùn	Beijing	x.u.ə.n.⁵¹	x u ə n ⁵¹	1
混	hùn	Jinan	x.u.eː ²¹	x u eː ²¹	1
混	hùn	Xi_an	x.u.eː ⁵⁵	x u eː ⁵⁵	1
混	hùn	Taiyuan	x.u.ŋ.⁴⁵	x u ŋ ⁴⁵	1
混	hùn	Hankou	x.u.ə.n.³⁵	x u ə n ³⁵	1
混	hùn	Chengdu	x.u.ə.n.¹³	x u ə n ¹³	1
混	hùn	Yangzhou	x.u.ə.n.⁵⁵	x u ə n ⁵⁵	1
混	hùn	Suzhou	ɦ.u.ə.n.³¹	ɦ u ə n ³¹	1
混	hùn	Wenzhou	v.a.ŋ.²²	v a ŋ ²²	1
混	hùn	Changsha	f.ə.n.⁴¹	f ə n ⁴¹	1
混	hùn	Shuangfeng	ɣ.u.ə.n.³³	ɣ u ə n ³³	1
混	hùn	Nanchang	ɸ.u.n.²¹	ɸ u n ²¹	1
混	hùn	Meixian	f.u.n.³¹	f u n ³¹	1
混	hùn	Guangzhou	.u.a.n.²²	u a n ²²	1
混	hùn	Xiamen	h.u.n.³³	h u n ³³	1
混	hùn	Chaozhou	h.u.ŋ.³⁵	h u ŋ ³⁵	1
混	hùn	Fuzhou	x.o.u.ŋ.²⁴²	x o u ŋ ²⁴²	1
混	hùn	Shanghai	.u.ə.ŋ.¹³	u ə ŋ ¹³	1
混	hùn	Zhongyuan_Yinyun	x.u.ə.n.Q	x u ə n Q	1
清	qīng	Beijing	ʨʰ.i.ŋ.⁵⁵	ʨʰ i ŋ ⁵⁵	1
清	qīng	Jinan	ʨʰ.i.ŋ.²¹³	ʨʰ i ŋ ²¹³	1
清	qīng	Xi_an	ʨʰ.i.ŋ.²¹	ʨʰ i ŋ ²¹	1
清	qīng	Taiyuan	ʨʰ.i.ŋ.¹¹	ʨʰ i ŋ ¹¹	1
清	qīng	Hankou	ʨʰ.i.n.⁵⁵	ʨʰ i n ⁵⁵	1
清	qīng	Chengdu	ʨʰ.i.n.⁴⁴	ʨʰ i n ⁴⁴	1
清	qīng	Yangzhou	ʨʰ.iː ²¹	ʨʰ iː ²¹	1
清	qīng	Suzhou	ʦʰ.i.n.⁴⁴	ʦʰ i n ⁴⁴	1
清	qīng	Wenzhou	ʦʰ.e.ŋ.⁴⁴	ʦʰ e ŋ ⁴⁴	1
清	qīng	Changsha	ʦʰ.i.n.³³	ʦʰ i n ³³	1
清	qīng	Shuangfeng	ʨʰ.i.n.⁵⁵	ʨʰ i n ⁵⁵	1
清	qīng	Shuangfeng	ʨʰ.i.oː ⁵⁵	ʨʰ i oː ⁵⁵	1
清	qīng	Nanchang	ʨʰ.i.n.⁴²	ʨʰ i n ⁴²	1
清	qīng	Meixian	ʦʰ.i.n.⁴⁴	ʦʰ i n ⁴⁴	1
清	qīng	Guangzhou	ʧʰ.ɪ.ŋ.⁵³/⁵⁵	ʧʰ ɪ ŋ ⁵³/⁵⁵	1
清	qīng	Xiamen	ʦʰ.ɪ.ŋ.⁵⁵	ʦʰ ɪ ŋ ⁵⁵	1
清	qīng	Chaozhou	ʦʰ.e.ŋ.³³	ʦʰ e ŋ ³³	1
清	qīng	Fuzhou	ʦʰ.i.ŋ.⁴⁴	ʦʰ i ŋ ⁴⁴	1
清	qīng	Shanghai	ʦʰ.i.ŋ.⁵³	ʦʰ i ŋ ⁵³	1
清	qīng	Zhongyuan_Yinyun	ʦʰ.i.ə.ŋ.P	ʦʰ i ə ŋ P	1
淹	yān	Beijing	.i.a.n.⁵⁵	i a n ⁵⁵	1
淹	yān	Jinan	.i.aː ²¹³	i aː ²¹³	1
淹	yān	Xi_an	.i.aː ²¹	i aː ²¹	1
淹	yān	Taiyuan	.i.ɛ.¹¹	i ɛ ¹¹	1
淹	yān	Hankou	.i.aː ⁵⁵	i aː ⁵⁵	1
淹	yān	Hankou	.i.a.n.⁵⁵	i a n ⁵⁵	1
淹	yān	Chengdu	ŋ.a.n.⁴⁴	ŋ a n ⁴⁴	1
淹	yān	Yangzhou	.ɪː ²¹	ɪː ²¹	1
淹	yān	Suzhou	.ɪ.⁴⁴	ɪ ⁴⁴	1
淹	yān	Wenzhou	.i.⁴⁵	i ⁴⁵	1
淹	yān	Changsha	.i.eː ³³	i eː ³³	1
淹	yān	Shuangfeng	.ɪː ⁵⁵	ɪː ⁵⁵	1
淹	yān	Nanchang	ŋ.a.n.⁴²	ŋ a n ⁴²	1
淹	yān	Meixian	j.a.m.³¹	j a m ³¹	1
淹	yān	Guangzhou	j.i.n.⁵³/⁵⁵	j i n ⁵³/⁵⁵	1
淹	yān	Xiamen	.i.a.m.⁵⁵	i a m ⁵⁵	1
淹	yān	Xiamen	.i.a.m.¹¹	i a m ¹¹	1
淹	yān	Chaozhou	.i.ə.m.³³	i ə m ³³	1
淹	yān	Fuzhou	.i.e.ŋ.⁴⁴	i e ŋ ⁴⁴	1
淹	yān	Shanghai	.ɪ.⁵³	ɪ ⁵³	1
淹	yān	Zhongyuan_Yinyun	.i.e.m.P	i e m P	1
淺	qiǎn	Beijing	ʨʰ.i.a.n.²¹⁴	ʨʰ i a n ²¹⁴	1
淺	qiǎn	Jinan	ʨʰ.i.aː ⁵⁵	ʨʰ i aː ⁵⁵	1
淺	qiǎn	Xi_an	ʨʰ.i.aː ⁵³	ʨʰ i aː ⁵³	1
淺	qiǎn	Taiyuan	ʨʰ.i.ɛ.⁵³	ʨʰ i ɛ ⁵³	1
淺	qiǎn	Hankou	ʨʰ.i.a.n.⁴²	ʨʰ i a n ⁴²	1
淺	qiǎn	Chengdu	ʨʰ.i.a.n.⁵³	ʨʰ i a n ⁵³	1
淺	qiǎn	Yangzhou	ʨʰ.ɪː ⁴²	ʨʰ ɪː ⁴²	1
淺	qiǎn	Suzhou	ʦʰ.ɪ.⁵²	ʦʰ ɪ ⁵²	1
淺	qiǎn	Wenzhou	ʨʰ.i.⁴⁵	ʨʰ i ⁴⁵	1
淺	qiǎn	Changsha	ʦʰ.i.eː ⁴¹	ʦʰ i eː ⁴¹	1
淺	qiǎn	Shuangfeng	ʦʰ.u.iː ²¹	ʦʰ u iː ²¹	1
淺	qiǎn	Nanchang	ʨʰ.i.ɛ.n.²¹³	ʨʰ i ɛ n ²¹³	1
淺	qiǎn	Meixian	ʦʰ.i.ɛ.n.³¹	ʦʰ i ɛ n ³¹	1
淺	qiǎn	Guangzhou	ʧʰ.i.n.³⁵	ʧʰ i n ³⁵	1
淺	qiǎn	Xiamen	ʦʰ.i.a.n.⁵¹	ʦʰ i a n ⁵¹	1
淺	qiǎn	Xiamen	ʦʰ.iː ⁵¹	ʦʰ iː ⁵¹	1
淺	qiǎn	Chaozhou	ʦʰ.i.e.ŋ.⁵³	ʦʰ i e ŋ ⁵³	1
淺	qiǎn	Fuzhou	ʦʰ.i.e.ŋ.³¹	ʦʰ i e ŋ ³¹	1
淺	qiǎn	Shanghai	ʦʰ.ɪ.³⁵/⁵⁵	ʦʰ ɪ ³⁵/⁵⁵	1
淺	qiǎn	Zhongyuan_Yinyun	ʦʰ.i.e.n.S	ʦʰ i e n S	1
添	tiān	Beijing	tʰ.i.a.n.⁵⁵	tʰ i a n ⁵⁵	1
添	tiān	Jinan	tʰ.i.aː ²¹³	tʰ i aː ²¹³	1
添	tiān	Xi_an	tʰ.i.aː ²¹	tʰ i aː ²¹	1
添	tiān	Taiyuan	t.i.ɛ.¹¹	t i ɛ ¹¹	1
添	tiān	Hankou	tʰ.i.a.n.⁵⁵	tʰ i a n ⁵⁵	1
添	tiān	Chengdu	tʰ.i.a.n.⁴⁴	tʰ i a n ⁴⁴	1
添	tiān	Yangzhou	tʰ.ɪː ²¹	tʰ ɪː ²¹	1
添	tiān	Suzhou	tʰ.ɪ.⁴⁴	tʰ ɪ ⁴⁴	1
添	tiān	Wenzhou	tʰ.i.⁴⁴	tʰ i ⁴⁴	1
添	tiān	Changsha	tʰ.i.eː ³³	tʰ i eː ³³	1
添	tiān	Shuangfeng	tʰ.ɪː ⁵⁵	tʰ ɪː ⁵⁵	1
添	tiān	Nanchang	tʰ.i.ɛ.n.⁴²	tʰ i ɛ n ⁴²	1
添	tiān	Meixian	tʰ.i.a.m.⁴⁴	tʰ i a m ⁴⁴	1
添	tiān	Guangzhou	tʰ.i.m.⁵³/⁵⁵	tʰ i m ⁵³/⁵⁵	1
添	tiān	Xiamen	tʰ.i.a.m.⁵⁵	tʰ i a m ⁵⁵	1
添	tiān	Xiamen	tʰ.ɿː ⁵⁵	tʰ ɿː ⁵⁵	1
添	tiān	Chaozhou	tʰ.i.ə.m.³³	tʰ i ə m ³³	1
添	tiān	Fuzhou	tʰ.i.e.ŋ.⁴⁴	tʰ i e ŋ ⁴⁴	1
添	tiān	Shanghai	tʰ.ɪ.⁵³	tʰ ɪ ⁵³	1
添	tiān	Zhongyuan_Yinyun	tʰ.i.e.m.P	tʰ i e m P	1
減	jiǎn	Beijing	ʨ.i.a.n.²¹⁴	ʨ i a n ²¹⁴	1
減	jiǎn	Jinan	ʨ.i.aː ⁵⁵	ʨ i aː ⁵⁵	1
減	jiǎn	Xi_an	ʨ.i.aː ⁵³	ʨ i aː ⁵³	1
減	jiǎn	Taiyuan	ʨ.i.ɛ.⁵³	ʨ i ɛ ⁵³	1
減	jiǎn	Hankou	ʨ.i.a.n.⁴²	ʨ i a n ⁴²	1
減	jiǎn	Chengdu	ʨ.i.a.n.⁵³	ʨ i a n ⁵³	1
減	jiǎn	Yangzhou	ʨ.i.ɛː ⁴²	ʨ i ɛː ⁴²	1
減	jiǎn	Suzhou	ʨ.ɪ.⁵²	ʨ ɪ ⁵²	1
減	jiǎn	Suzhou	k.E.⁵²	k E ⁵²	1
減	jiǎn	Wenzhou	k.a.⁴⁵	k a ⁴⁵	1
減	jiǎn	Changsha	k.a.n.⁴¹	k a n ⁴¹	1
減	jiǎn	Shuangfeng	k.aː ²¹	k aː ²¹	1
減	jiǎn	Nanchang	k.a.n.²¹³	k a n ²¹³	1
減	jiǎn	Meixian	k.a.m.³¹	k a m ³¹	1
減	jiǎn	Guangzhou	k.a:.m.³⁵	k a: m ³⁵	1
減	jiǎn	Xiamen	k.i.a.m.⁵¹	k i a m ⁵¹	1
減	jiǎn	Chaozhou	k.i.ə.m.⁵³	k i ə m ⁵³	1
減	jiǎn	Fuzhou	k.e.i.ŋ.³¹	k e i ŋ ³¹	1
減	jiǎn	Shanghai	k.E.³⁵/⁵⁵	k E ³⁵/⁵⁵	1
減	jiǎn	Zhongyuan_Yinyun	k.i.a.m.S	k i a m S	1
渠	qú	Beijing	ʨʰ.y.³⁵	ʨʰ y ³⁵	1
渠	qú	Jinan	ʨʰ.y.²¹³	ʨʰ y ²¹³	1
渠	qú	Xi_an	ʨʰ.y.²⁴	ʨʰ y ²⁴	1
渠	qú	Taiyuan	ʨʰ.y.¹¹	ʨʰ y ¹¹	1
渠	qú	Hankou	ʨʰ.y.²¹³	ʨʰ y ²¹³	1
渠	qú	Chengdu	ʨʰ.y.³¹	ʨʰ y ³¹	1
渠	qú	Yangzhou	ʨʰ.y.³⁴	ʨʰ y ³⁴	1
渠	qú	Suzhou	ʥ.y.²⁴	ʥ y ²⁴	1
渠	qú	Wenzhou	ʥ.y.³¹	ʥ y ³¹	1
渠	qú	Changsha	ʨ.y.¹³	ʨ y ¹³	1
渠	qú	Shuangfeng	d.y.³³	d y ³³	1
渠	qú	Nanchang	ʨʰ.y.²⁴	ʨʰ y ²⁴	1
渠	qú	Meixian	kʰ.i.¹¹	kʰ i ¹¹	1
渠	qú	Guangzhou	kʰ.œ.y.²¹	kʰ œ y ²¹	1
渠	qú	Xiamen	k.u.²⁴	k u ²⁴	1
渠	qú	Chaozhou	kʰ.ɯ.⁵⁵	kʰ ɯ ⁵⁵	1
渠	qú	Fuzhou	k.ɥ.⁵²	k ɥ ⁵²	1
渠	qú	Shanghai	ʨ.y.¹³	ʨ y ¹³	1
渠	qú	Zhongyuan_Yinyun	kʰ.i.u.P²	kʰ i u P²	1
渡	dù	Beijing	t.u.⁵¹	t u ⁵¹	1
渡	dù	Jinan	t.u.²¹	t u ²¹	1
渡	dù	Xi_an	t.o.u.⁵⁵	t o u ⁵⁵	1
渡	dù	Taiyuan	t.u.⁴⁵	t u ⁴⁵	1
渡	dù	Hankou	t.o.u.³⁵	t o u ³⁵	1
渡	dù	Chengdu	t.u.¹³	t u ¹³	1
渡	dù	Yangzhou	t.u.⁵⁵	t u ⁵⁵	1
渡	dù	Suzhou	d.ə.u.³¹	d ə u ³¹	1
渡	dù	Wenzhou	d.ɵ.y.²²	d ɵ y ²²	1
渡	dù	Changsha	t.ɤ.u.²¹	t ɤ u ²¹	1
渡	dù	Shuangfeng	d.ə.u.³³	d ə u ³³	1
渡	dù	Nanchang	tʰ.u.²¹	tʰ u ²¹	1
渡	dù	Meixian	tʰ.u.⁵²	tʰ u ⁵²	1
渡	dù	Guangzhou	t.o.u.²²	t o u ²²	1
渡	dù	Xiamen	t.ɔ.³³	t ɔ ³³	1
渡	dù	Chaozhou	t.o.u.¹¹	t o u ¹¹	1
渡	dù	Fuzhou	t.o.u.²⁴²	t o u ²⁴²	1
渡	dù	Shanghai	t.o.u.¹³	t o u ¹³	1
渡	dù	Zhongyuan_Yinyun	t.u.Q	t u Q	1
渣	zhā	Beijing	tʂ.a.⁵⁵	tʂ a ⁵⁵	1
渣	zhā	Jinan	tʂ.a.²¹³	tʂ a ²¹³	1
渣	zhā	Xi_an	ʦ.a.²¹	ʦ a ²¹	1
渣	zhā	Taiyuan	ʦ.a.¹¹	ʦ a ¹¹	1
渣	zhā	Hankou	ʦ.a.⁵⁵	ʦ a ⁵⁵	1
渣	zhā	Chengdu	ʦ.a.⁴⁴	ʦ a ⁴⁴	1
渣	zhā	Yangzhou	ʦ.ɑ.²¹	ʦ ɑ ²¹	1
渣	zhā	Suzhou	ʦ.o.⁴⁴	ʦ o ⁴⁴	1
渣	zhā	Wenzhou	ʦ.o.⁴⁴	ʦ o ⁴⁴	1
渣	zhā	Changsha	ʦ.a.³³	ʦ a ³³	1
渣	zhā	Shuangfeng	ʦ.o.⁵⁵	ʦ o ⁵⁵	1
渣	zhā	Nanchang	ʦ.a.⁴²	ʦ a ⁴²	1
渣	zhā	Meixian	ʦ.a.⁴⁴	ʦ a ⁴⁴	1
渣	zhā	Guangzhou	ʧ.a.⁵³/⁵⁵	ʧ a ⁵³/⁵⁵	1
渣	zhā	Xiamen	ʦ.a.⁵⁵	ʦ a ⁵⁵	1
渣	zhā	Xiamen	ʦ.e.⁵⁵	ʦ e ⁵⁵	1
渣	zhā	Chaozhou	ʦ.a.³³	ʦ a ³³	1
渣	zhā	Fuzhou	ʦ.a.⁴⁴	ʦ a ⁴⁴	1
渣	zhā	Shanghai	ʦ.o.⁵³	ʦ o ⁵³	1
測	cè	Beijing	ʦʰ.ɤ.⁵¹	ʦʰ ɤ ⁵¹	1
測	cè	Jinan	tʂʰ.e.i.²¹³	tʂʰ e i ²¹³	1
測	cè	Xi_an	ʦʰ.e.i.²¹	ʦʰ e i ²¹	1
測	cè	Taiyuan	ʦʰ.e.ʔ.²	ʦʰ e ʔ ²	1
測	cè	Taiyuan	ʦʰ.a.ʔ.²	ʦʰ a ʔ ²	1
測	cè	Hankou	ʦʰ.ɤ.²¹³	ʦʰ ɤ ²¹³	1
測	cè	Chengdu	ʦʰ.e.³¹	ʦʰ e ³¹	1
測	cè	Yangzhou	ʦʰ.ə.ʔ.⁴	ʦʰ ə ʔ ⁴	1
測	cè	Suzhou	ʦʰ.ɤ.ʔ.⁴	ʦʰ ɤ ʔ ⁴	1
測	cè	Wenzhou	ʦʰ.E.³²³	ʦʰ E ³²³	1
測	cè	Changsha	ʦʰ.ɤ.²⁴	ʦʰ ɤ ²⁴	1
測	cè	Shuangfeng	ʨʰ.i.ɛ.²³	ʨʰ i ɛ ²³	1
測	cè	Nanchang	ʦʰ.ɛ.t.⁵	ʦʰ ɛ t ⁵	1
測	cè	Meixian	ʦʰ.ɛ.t.¹	ʦʰ ɛ t ¹	1
測	cè	Guangzhou	ʧʰ.a.k.⁵	ʧʰ a k ⁵	1
測	cè	Xiamen	ʦʰ.ɪ.k.³²	ʦʰ ɪ k ³²	1
測	cè	Chaozhou	ʦʰ.e.k.²¹	ʦʰ e k ²¹	1
測	cè	Fuzhou	ʦʰ.a.i.ʔ.²³	ʦʰ a i ʔ ²³	1
測	cè	Shanghai	ʦʰ.ɤ.ʔ.⁵	ʦʰ ɤ ʔ ⁵	1
測	cè	Zhongyuan_Yinyun	ʧʰ.a.i.R¹	ʧʰ a i R¹	1
港	gǎng	Beijing	k.a.ŋ.²¹⁴	k a ŋ ²¹⁴	1
港	gǎng	Jinan	k.a.ŋ.⁵⁵	k a ŋ ⁵⁵	1
港	gǎng	Xi_an	k.a.ŋ.⁵³	k a ŋ ⁵³	1
港	gǎng	Taiyuan	k.ɒː ⁵³	k ɒː ⁵³	1
港	gǎng	Hankou	k.a.ŋ.⁴²	k a ŋ ⁴²	1
港	gǎng	Chengdu	k.a.ŋ.⁵³	k a ŋ ⁵³	1
港	gǎng	Yangzhou	k.ɑ.ŋ.⁴²	k ɑ ŋ ⁴²	1
港	gǎng	Suzhou	k.ɒ.ŋ.⁵²	k ɒ ŋ ⁵²	1
港	gǎng	Wenzhou	k.ɔ.⁴⁵	k ɔ ⁴⁵	1
港	gǎng	Changsha	k.a.n.⁴¹	k a n ⁴¹	1
港	gǎng	Shuangfeng	k.a.ŋ.²¹	k a ŋ ²¹	1
港	gǎng	Nanchang	k.ɔ.ŋ.²¹³	k ɔ ŋ ²¹³	1
港	gǎng	Meixian	k.ɔ.ŋ.³¹	k ɔ ŋ ³¹	1
港	gǎng	Guangzhou	k.ɔ.ŋ.³⁵	k ɔ ŋ ³⁵	1
港	gǎng	Xiamen	k.a.ŋ.⁵¹	k a ŋ ⁵¹	1
港	gǎng	Chaozhou	k.a.ŋ.⁵³	k a ŋ ⁵³	1
港	gǎng	Fuzhou	k.ø.y.ŋ.³¹	k ø y ŋ ³¹	1
港	gǎng	Shanghai	k.ɒː ³⁵/⁵⁵	k ɒː ³⁵/⁵⁵	1
港	gǎng	Zhongyuan_Yinyun	k.i.a.ŋ.S	k i a ŋ S	1
游	yóu	Beijing	.i.o.u.³⁵	i o u ³⁵	1
游	yóu	Jinan	.i.o.u.⁴²	i o u ⁴²	1
游	yóu	Xi_an	.i.o.u.²⁴	i o u ²⁴	1
游	yóu	Taiyuan	.i.o.u.¹¹	i o u ¹¹	1
游	yóu	Hankou	.i.o.u.²¹³	i o u ²¹³	1
游	yóu	Chengdu	.i.ə.u.³¹	i ə u ³¹	1
游	yóu	Yangzhou	.i.ɤ.ɯ.³⁴	i ɤ ɯ ³⁴	1
游	yóu	Suzhou	.i.ø.y.²⁴	i ø y ²⁴	1
游	yóu	Wenzhou	ɦ.i.a.u.³¹	ɦ i a u ³¹	1
游	yóu	Changsha	.i.ɤ.u.¹³	i ɤ u ¹³	1
游	yóu	Shuangfeng	.i.ʊ.²³	i ʊ ²³	1
游	yóu	Nanchang	.i.u.⁴⁵	i u ⁴⁵	1
游	yóu	Meixian	j.i.u.¹¹	j i u ¹¹	1
游	yóu	Guangzhou	j.a.u.²¹	j a u ²¹	1
游	yóu	Xiamen	.i.u.²⁴	i u ²⁴	1
游	yóu	Chaozhou	.i.u.⁵⁵	i u ⁵⁵	1
游	yóu	Fuzhou	.i.e.u.⁵²	i e u ⁵²	1
渾	hún	Beijing	x.u.ə.n.³⁵	x u ə n ³⁵	1
渾	hún	Jinan	x.u.eː ²¹³	x u eː ²¹³	1
渾	hún	Xi_an	x.u.eː ⁵⁵	x u eː ⁵⁵	1
渾	hún	Taiyuan	x.u.ŋ.¹¹	x u ŋ ¹¹	1
渾	hún	Hankou	x.u.ə.n.⁵⁵	x u ə n ⁵⁵	1
渾	hún	Chengdu	x.u.ə.n.⁴⁴	x u ə n ⁴⁴	1
渾	hún	Yangzhou	x.u.ə.n.³⁴	x u ə n ³⁴	1
渾	hún	Suzhou	ɦ.u.ə.n.²⁴	ɦ u ə n ²⁴	1
渾	hún	Wenzhou	v.a.ŋ.²²	v a ŋ ²²	1
渾	hún	Changsha	f.ə.n.⁵⁵	f ə n ⁵⁵	1
渾	hún	Shuangfeng	ɣ.u.ə.n.³³	ɣ u ə n ³³	1
渾	hún	Nanchang	ɸ.u.n.⁴⁵	ɸ u n ⁴⁵	1
渾	hún	Meixian	f.u.n.¹¹	f u n ¹¹	1
渾	hún	Guangzhou	.u.a.n.²¹	u a n ²¹	1
渾	hún	Xiamen	h.u.n.¹¹	h u n ¹¹	1
渾	hún	Chaozhou	h.u.ŋ.³⁵	h u ŋ ³⁵	1
渾	hún	Fuzhou	x.u.ŋ.³¹	x u ŋ ³¹	1
渾	hún	Shanghai	.u.ə.ŋ.¹³	u ə ŋ ¹³	1
渾	hún	Zhongyuan_Yinyun	x.u.ə.n.P²	x u ə n P²	1
湊	còu	Beijing	ʦʰ.o.u.⁵¹	ʦʰ o u ⁵¹	1
湊	còu	Jinan	ʦʰ.o.u.²¹	ʦʰ o u ²¹	1
湊	còu	Xi_an	ʦʰ.o.u.⁵⁵	ʦʰ o u ⁵⁵	1
湊	còu	Taiyuan	ʦʰ.o.u.⁴⁵	ʦʰ o u ⁴⁵	1
湊	còu	Hankou	ʦʰ.o.u.³⁵	ʦʰ o u ³⁵	1
湊	còu	Chengdu	ʦʰ.ə.u.¹³	ʦʰ ə u ¹³	1
湊	còu	Yangzhou	ʦʰ.ɤ.ɯ.⁵⁵	ʦʰ ɤ ɯ ⁵⁵	1
湊	còu	Suzhou	ʦʰ.ø.y.⁴¹²	ʦʰ ø y ⁴¹²	1
湊	còu	Wenzhou	ʦʰ.a.u.⁴²	ʦʰ a u ⁴²	1
湊	còu	Changsha	ʦʰ.ɤ.u.⁵⁵	ʦʰ ɤ u ⁵⁵	1
湊	còu	Shuangfeng	ʨʰ.i.e.³⁵	ʨʰ i e ³⁵	1
湊	còu	Nanchang	ʦʰ.ɛ.u.²¹³	ʦʰ ɛ u ²¹³	1
湊	còu	Meixian	ʦʰ.ɛ.u.⁵²	ʦʰ ɛ u ⁵²	1
湊	còu	Guangzhou	ʧʰ.a.u.³³	ʧʰ a u ³³	1
湊	còu	Xiamen	ʦʰ.a.u.¹¹	ʦʰ a u ¹¹	1
