ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy
Changsha-339-1,,Changsha,339,tʂ.a.n.⁵⁵,tʂ.a.n.⁵⁵,ʈʂ a n ⁵⁵,,Zihui,,,,,49
Changsha-339-2,,Changsha,339,tʂ.a.n.²¹,tʂ.a.n.²¹,ʈʂ a n ²¹,,Zihui,,,,,50
Shuangfeng-339-1,,Shuangfeng,339,d.a.ŋ.³³,d.a.ŋ.³³,d a ŋ ³³,,Zihui,,,,,51
Nanchang-339-1,,Nanchang,339,ʦʰ.ɔ.ŋ.²¹,ʦʰ.ɔ.ŋ.²¹,tsʰ ɔ ŋ ²¹,,Zihui,,,,,52
Meixian-339-1,,Meixian,339,ʦʰ.ɔ.ŋ.⁵²,ʦʰ.ɔ.ŋ.⁵²,tsʰ ɔ ŋ ⁵²,,Zihui,,,,,53
Guangzhou-339-1,,Guangzhou,339,ʧ.œ.ŋ.²²,ʧ.œ.ŋ.²²,tʃ œ ŋ ²²,,Zihui,,,,,54
Xiamen-339-1,,Xiamen,339,t.i.ɔ.ŋ.³³,t.i.ɔ.ŋ.³³,t i/j ɔ ŋ ³³,,Zihui,,,,,55
Xiamen-339-2,,Xiamen,339,t.i.uː ³³,t.i.uː ³³,t iuː ³³,,Zihui,,,,,56
Xiamen-339-3,,Xiamen,339,t.ŋ.³³,t.ŋ.³³,t ŋ ³³,,Zihui,,,,,57
Chaozhou-339-1,,Chaozhou,339,ʦ.i.a.ŋ.³⁵,ʦ.i.a.ŋ.³⁵,ts i/j a ŋ ³⁵,,Zihui,,,,,58
Fuzhou-339-1,,Fuzhou,339,t.u.ɔ.ŋ.²⁴²,t.u.ɔ.ŋ.²⁴²,t u/w ɔ ŋ ²⁴²,,Zihui,,,,,59
Shanghai-339-1,,Shanghai,339,z.aː ¹³,z.aː ¹³,z aː ¹³,,Zihui,,,,,60
ZhongyuanYinyun-339-1,,ZhongyuanYinyun,339,ʧ.i.a.ŋ.Q,ʧ.i.a.ŋ.Q,tʃ i/j a ŋ Q/⁵¹,,Zihui,,,,,61
Beijing-128-1,,Beijing,128,s.a.n.⁵⁵,s.a.n.⁵⁵,s a n ⁵⁵,,Zihui,,,,,62
Jinan-128-1,,Jinan,128,s.aː ²¹³,s.aː ²¹³,s aː ²¹³,,Zihui,,,,,63
XiAn-128-1,,XiAn,128,s.aː ²¹,s.aː ²¹,s aː ²¹,,Zihui,,,,,64
Taiyuan-128-1,,Taiyuan,128,s.æː ¹¹,s.æː ¹¹,s æː ¹¹,,Zihui,,,,,65
Hankou-128-1,,Hankou,128,s.a.n.⁵⁵,s.a.n.⁵⁵,s a n ⁵⁵,,Zihui,,,,,66
Chengdu-128-1,,Chengdu,128,s.a.n.⁴⁴,s.a.n.⁴⁴,s a n ⁴⁴,,Zihui,,,,,67
Yangzhou-128-1,,Yangzhou,128,s.ɛː ²¹,s.ɛː ²¹,s ɛː ²¹,,Zihui,,,,,68
Suzhou-128-1,,Suzhou,128,s.E.⁴⁴,s.E.⁴⁴,s ᴇ/ɛ ⁴⁴,,Zihui,,,,,69
Wenzhou-128-1,,Wenzhou,128,s.a.⁴⁴,s.a.⁴⁴,s a ⁴⁴,,Zihui,,,,,70
Changsha-128-1,,Changsha,128,s.a.n.³³,s.a.n.³³,s a n ³³,,Zihui,,,,,71
Shuangfeng-128-1,,Shuangfeng,128,s.aː ⁵⁵,s.aː ⁵⁵,s aː ⁵⁵,,Zihui,,,,,72
Nanchang-128-1,,Nanchang,128,s.a.n.⁴²,s.a.n.⁴²,s a n ⁴²,,Zihui,,,,,73
Meixian-128-1,,Meixian,128,s.a.m.⁴⁴,s.a.m.⁴⁴,s a m ⁴⁴,,Zihui,,,,,74
Guangzhou-128-1,,Guangzhou,128,ʃ.a:.m.⁵³/⁵⁵,ʃ.a:.m.⁵³/⁵⁵,ʃ aː m ⁵³/⁵⁵,,Zihui,,,,,75
Xiamen-128-1,,Xiamen,128,s.a.m.⁵⁵,s.a.m.⁵⁵,s a m ⁵⁵,,Zihui,,,,,76
Xiamen-128-2,,Xiamen,128,s.aː ⁵⁵,s.aː ⁵⁵,s aː ⁵⁵,,Zihui,,,,,77
Chaozhou-128-1,,Chaozhou,128,s.aː,s.aː,s aː,,Zihui,,,,,78
Fuzhou-128-1,,Fuzhou,128,s.a.ŋ.⁴⁴,s.a.ŋ.⁴⁴,s a ŋ ⁴⁴,,Zihui,,,,,79
Shanghai-128-1,,Shanghai,128,s.E.⁵³,s.E.⁵³,s ᴇ/ɛ ⁵³,,Zihui,,,,,80
ZhongyuanYinyun-128-1,,ZhongyuanYinyun,128,s.a.m.Q,s.a.m.Q,s a m Q/⁵¹,,Zihui,,,,,81
Beijing-133-1,,Beijing,133,ʂ.a.ŋ.⁵¹,ʂ.a.ŋ.⁵¹,ʂ a ŋ ⁵¹,,Zihui,,,,,82
Jinan-133-1,,Jinan,133,ʂ.a.ŋ.²¹,ʂ.a.ŋ.²¹,ʂ a ŋ ²¹,,Zihui,,,,,83
XiAn-133-1,,XiAn,133,ʂ.a.ŋ.⁵⁵,ʂ.a.ŋ.⁵⁵,ʂ a ŋ ⁵⁵,,Zihui,,,,,84
Taiyuan-133-1,,Taiyuan,133,s.ɒː ⁴⁵,s.ɒː ⁴⁵,s ɒː ⁴⁵,,Zihui,,,,,85
Hankou-133-1,,Hankou,133,s.a.ŋ.³⁵,s.a.ŋ.³⁵,s a ŋ ³⁵,,Zihui,,,,,86
Chengdu-133-1,,Chengdu,133,s.a.ŋ.¹³,s.a.ŋ.¹³,s a ŋ ¹³,,Zihui,,,,,87
Yangzhou-133-1,,Yangzhou,133,s.ɑ.ŋ.⁵⁵,s.ɑ.ŋ.⁵⁵,s ɑ ŋ ⁵⁵,,Zihui,,,,,88
Suzhou-133-1,,Suzhou,133,z.a.ŋ.³¹,z.a.ŋ.³¹,z a ŋ ³¹,,Zihui,,,,,89
Suzhou-133-2,,Suzhou,133,z.ɒ.ŋ.³¹,z.ɒ.ŋ.³¹,z ɒ ŋ ³¹,,Zihui,,,,,90
Wenzhou-133-1,,Wenzhou,133,ɦ.i.²²,ɦ.i.²²,ɦ i ²²,,Zihui,,,,,91
Changsha-133-1,,Changsha,133,ʂ.a.n.⁵⁵,ʂ.a.n.⁵⁵,ʂ a n ⁵⁵,,Zihui,,,,,92
Changsha-133-2,,Changsha,133,ʂ.a.n.²¹,ʂ.a.n.²¹,ʂ a n ²¹,,Zihui,,,,,93
Shuangfeng-133-1,,Shuangfeng,133,ɣ.i.a.ŋ.³³,ɣ.i.a.ŋ.³³,ɣ i/j a ŋ ³³,,Zihui,,,,,94
Nanchang-133-1,,Nanchang,133,s.ɔ.ŋ.²¹,s.ɔ.ŋ.²¹,s ɔ ŋ ²¹,,Zihui,,,,,95
Meixian-133-1,,Meixian,133,s.ɔ.ŋ.⁵²,s.ɔ.ŋ.⁵²,s ɔ ŋ ⁵²,,Zihui,,,,,96
Guangzhou-133-1,,Guangzhou,133,ʃ.œ.ŋ.²³,ʃ.œ.ŋ.²³,ʃ œ ŋ ²³,,Zihui,,,,,97
Xiamen-133-1,,Xiamen,133,s.i.ɔ.ŋ.³³,s.i.ɔ.ŋ.³³,s i/j ɔ ŋ ³³,,Zihui,,,,,98
Xiamen-133-2,,Xiamen,133,s.i.a.ŋ.³³,s.i.a.ŋ.³³,s i/j a ŋ ³³,,Zihui,,,,,99
Chaozhou-133-1,,Chaozhou,133,ʦ.i.eː ³⁵,ʦ.i.eː ³⁵,ts ieː ³⁵,,Zihui,,,,,100
Fuzhou-133-1,,Fuzhou,133,s.u.ɔ.ŋ.²⁴²,s.u.ɔ.ŋ.²⁴²,s u/w ɔ ŋ ²⁴²,,Zihui,,,,,101
Shanghai-133-1,,Shanghai,133,z.ɒː ¹³,z.ɒː ¹³,z ɒː ¹³,,Zihui,,,,,102
ZhongyuanYinyun-133-1,,ZhongyuanYinyun,133,ʃ.i.a.ŋ.Q,ʃ.i.a.ŋ.Q,ʃ i/j a ŋ Q/⁵¹,,Zihui,,,,,103
Beijing-133-2,,Beijing,133,ʂ.a.ŋ.⁵¹,ʂ.a.ŋ.⁵¹,ʂ a ŋ ⁵¹,,Zihui,,,,,104
Jinan-133-2,,Jinan,133,ʂ.a.ŋ.²¹,ʂ.a.ŋ.²¹,ʂ a ŋ ²¹,,Zihui,,,,,105
XiAn-133-2,,XiAn,133,ʂ.a.ŋ.⁵⁵,ʂ.a.ŋ.⁵⁵,ʂ a ŋ ⁵⁵,,Zihui,,,,,106
Taiyuan-133-2,,Taiyuan,133,s.ɒː ⁴⁵,s.ɒː ⁴⁵,s ɒː ⁴⁵,,Zihui,,,,,107
Hankou-133-2,,Hankou,133,s.a.ŋ.³⁵,s.a.ŋ.³⁵,s a ŋ ³⁵,,Zihui,,,,,108
Chengdu-133-2,,Chengdu,133,s.a.ŋ.¹³,s.a.ŋ.¹³,s a ŋ ¹³,,Zihui,,,,,109
Yangzhou-133-2,,Yangzhou,133,s.ɑ.ŋ.⁵⁵,s.ɑ.ŋ.⁵⁵,s ɑ ŋ ⁵⁵,,Zihui,,,,,110
Suzhou-133-3,,Suzhou,133,z.a.ŋ.³¹,z.a.ŋ.³¹,z a ŋ ³¹,,Zihui,,,,,111
Suzhou-133-4,,Suzhou,133,z.ɒ.ŋ.³¹,z.ɒ.ŋ.³¹,z ɒ ŋ ³¹,,Zihui,,,,,112
Wenzhou-133-2,,Wenzhou,133,ɦ.i.²²,ɦ.i.²²,ɦ i ²²,,Zihui,,,,,113
Changsha-133-3,,Changsha,133,ʂ.a.n.⁵⁵,ʂ.a.n.⁵⁵,ʂ a n ⁵⁵,,Zihui,,,,,114
Changsha-133-4,,Changsha,133,ʂ.a.n.²¹,ʂ.a.n.²¹,ʂ a n ²¹,,Zihui,,,,,115
Nanchang-133-2,,Nanchang,133,s.ɔ.ŋ.²¹,s.ɔ.ŋ.²¹,s ɔ ŋ ²¹,,Zihui,,,,,116
Meixian-133-2,,Meixian,133,s.ɔ.ŋ.⁵²,s.ɔ.ŋ.⁵²,s ɔ ŋ ⁵²,,Zihui,,,,,117
Guangzhou-133-2,,Guangzhou,133,ʃ.œ.ŋ.²²,ʃ.œ.ŋ.²²,ʃ œ ŋ ²²,,Zihui,,,,,118
Xiamen-133-3,,Xiamen,133,s.i.ɔ.ŋ.³³,s.i.ɔ.ŋ.³³,s i/j ɔ ŋ ³³,,Zihui,,,,,119
Xiamen-133-4,,Xiamen,133,s.i.uː ³³,s.i.uː ³³,s iuː ³³,,Zihui,,,,,120
Chaozhou-133-2,,Chaozhou,133,ʦ.i.eː ¹¹,ʦ.i.eː ¹¹,ts ieː ¹¹,,Zihui,,,,,121
Fuzhou-133-2,,Fuzhou,133,s.u.ɔ.ŋ.²⁴²,s.u.ɔ.ŋ.²⁴²,s u/w ɔ ŋ ²⁴²,,Zihui,,,,,122
Shanghai-133-2,,Shanghai,133,z.ɒː ¹³,z.ɒː ¹³,z ɒː ¹³,,Zihui,,,,,123
ZhongyuanYinyun-133-2,,ZhongyuanYinyun,133,ʃ.i.a.ŋ.Q,ʃ.i.a.ŋ.Q,ʃ i/j a ŋ Q/⁵¹,,Zihui,,,,,124
Beijing-27-1,,Beijing,27,ɕ.i.a.⁵¹,ɕ.i.a.⁵¹,ɕ i/j a ⁵¹,,Zihui,,,,,125
Jinan-27-1,,Jinan,27,ɕ.i.a.²¹,ɕ.i.a.²¹,ɕ i/j a ²¹,,Zihui,,,,,126
XiAn-27-1,,XiAn,27,ɕ.i.a.⁵⁵,ɕ.i.a.⁵⁵,ɕ i/j a ⁵⁵,,Zihui,,,,,127
Taiyuan-27-1,,Taiyuan,27,ɕ.i.a.⁴⁵,ɕ.i.a.⁴⁵,ɕ i/j a ⁴⁵,,Zihui,,,,,128
Hankou-27-1,,Hankou,27,ɕ.i.a.³⁵,ɕ.i.a.³⁵,ɕ i/j a ³⁵,,Zihui,,,,,129
Hankou-27-2,,Hankou,27,x.a.³⁵,x.a.³⁵,x a ³⁵,,Zihui,,,,,130
Chengdu-27-1,,Chengdu,27,ɕ.i.a.¹³,ɕ.i.a.¹³,ɕ i/j a ¹³,,Zihui,,,,,131
Yangzhou-27-1,,Yangzhou,27,x.ɑ.⁵⁵,x.ɑ.⁵⁵,x ɑ ⁵⁵,,Zihui,,,,,132
Yangzhou-27-2,,Yangzhou,27,ɕ.i.ɑ.⁵⁵,ɕ.i.ɑ.⁵⁵,ɕ i/j ɑ ⁵⁵,,Zihui,,,,,133
Suzhou-27-1,,Suzhou,27,.i.ɒ.³¹,.i.ɒ.³¹,i/j ɒ ³¹,,Zihui,,,,,134
Suzhou-27-2,,Suzhou,27,ɦ.o.³¹,ɦ.o.³¹,ɦ o ³¹,,Zihui,,,,,135
Wenzhou-27-1,,Wenzhou,27,ɦ.o.³⁴,ɦ.o.³⁴,ɦ o ³⁴,,Zihui,,,,,136
Changsha-27-1,,Changsha,27,.i.a.²¹,.i.a.²¹,i/j a ²¹,,Zihui,,,,,137
Changsha-27-2,,Changsha,27,x.a.²¹,x.a.²¹,x a ²¹,,Zihui,,,,,138
Shuangfeng-27-1,,Shuangfeng,27,ɣ.i.o.³³,ɣ.i.o.³³,ɣ i/j o ³³,,Zihui,,,,,139
Shuangfeng-27-2,,Shuangfeng,27,ɣ.o.³³,ɣ.o.³³,ɣ o ³³,,Zihui,,,,,140
Nanchang-27-1,,Nanchang,27,h.a.²¹,h.a.²¹,h a ²¹,,Zihui,,,,,141
Meixian-27-1,,Meixian,27,h.a.⁵²,h.a.⁵²,h a ⁵²,,Zihui,,,,,142
Guangzhou-27-1,,Guangzhou,27,h.a.²³,h.a.²³,h a ²³,,Zihui,,,,,143
Xiamen-27-1,,Xiamen,27,h.a.³³,h.a.³³,h a ³³,,Zihui,,,,,144
Xiamen-27-2,,Xiamen,27,h.e.³³,h.e.³³,h e ³³,,Zihui,,,,,145
Xiamen-27-3,,Xiamen,27,.e.³³,.e.³³,e ³³,,Zihui,,,,,146
Chaozhou-27-1,,Chaozhou,27,.e.³⁵,.e.³⁵,e ³⁵,,Zihui,,,,,147
Fuzhou-27-1,,Fuzhou,27,.a.²⁴²,.a.²⁴²,a ²⁴²,,Zihui,,,,,148
Shanghai-27-1,,Shanghai,27,ɦ.o.¹³,ɦ.o.¹³,ɦ o ¹³,,Zihui,,,,,149
ZhongyuanYinyun-27-1,,ZhongyuanYinyun,27,x.a.Q,x.a.Q,x a Q/⁵¹,,Zihui,,,,,150
Beijing-27-2,,Beijing,27,ɕ.i.a.⁵¹,ɕ.i.a.⁵¹,ɕ i/j a ⁵¹,,Zihui,,,,,151
Jinan-27-2,,Jinan,27,ɕ.i.a.²¹,ɕ.i.a.²¹,ɕ i/j a ²¹,,Zihui,,,,,152
XiAn-27-2,,XiAn,27,ɕ.i.a.⁵⁵,ɕ.i.a.⁵⁵,ɕ i/j a ⁵⁵,,Zihui,,,,,153
Taiyuan-27-2,,Taiyuan,27,ɕ.i.a.⁴⁵,ɕ.i.a.⁴⁵,ɕ i/j a ⁴⁵,,Zihui,,,,,154
Hankou-27-3,,Hankou,27,ɕ.i.a.³⁵,ɕ.i.a.³⁵,ɕ i/j a ³⁵,,Zihui,,,,,155
Chengdu-27-2,,Chengdu,27,ɕ.i.a.¹³,ɕ.i.a.¹³,ɕ i/j a ¹³,,Zihui,,,,,156
Yangzhou-27-3,,Yangzhou,27,ɕ.i.ɑ.⁵⁵,ɕ.i.ɑ.⁵⁵,ɕ i/j ɑ ⁵⁵,,Zihui,,,,,157
Yangzhou-27-4,,Yangzhou,27,x.ɑ.⁵⁵,x.ɑ.⁵⁵,x ɑ ⁵⁵,,Zihui,,,,,158
Suzhou-27-3,,Suzhou,27,ɕ.i.ɒ.⁴¹²,ɕ.i.ɒ.⁴¹²,ɕ i/j ɒ ⁴¹²,,Zihui,,,,,159
Suzhou-27-4,,Suzhou,27,ɦ.o.³¹,ɦ.o.³¹,ɦ o ³¹,,Zihui,,,,,160
Wenzhou-27-2,,Wenzhou,27,ɦ.o.³⁴,ɦ.o.³⁴,ɦ o ³⁴,,Zihui,,,,,161
Changsha-27-3,,Changsha,27,ɕ.i.a.²¹,ɕ.i.a.²¹,ɕ i/j a ²¹,,Zihui,,,,,162
Changsha-27-4,,Changsha,27,x.a.²¹,x.a.²¹,x a ²¹,,Zihui,,,,,163
Shuangfeng-27-3,,Shuangfeng,27,ɣ.i.o.³³,ɣ.i.o.³³,ɣ i/j o ³³,,Zihui,,,,,164
Shuangfeng-27-4,,Shuangfeng,27,ɣ.o.³³,ɣ.o.³³,ɣ o ³³,,Zihui,,,,,165
Nanchang-27-2,,Nanchang,27,h.a.²¹,h.a.²¹,h a ²¹,,Zihui,,,,,166
Meixian-27-2,,Meixian,27,h.a.⁵²,h.a.⁵²,h a ⁵²,,Zihui,,,,,167
Guangzhou-27-2,,Guangzhou,27,h.a.²²,h.a.²²,h a ²²,,Zihui,,,,,168
Xiamen-27-4,,Xiamen,27,h.a.³³,h.a.³³,h a ³³,,Zihui,,,,,169
Xiamen-27-5,,Xiamen,27,h.e.³³,h.e.³³,h e ³³,,Zihui,,,,,170
Xiamen-27-6,,Xiamen,27,.e.³³,.e.³³,e ³³,,Zihui,,,,,171
Chaozhou-27-2,,Chaozhou,27,h.i.a.³⁵,h.i.a.³⁵,h i/j a ³⁵,,Zihui,,,,,172
Fuzhou-27-2,,Fuzhou,27,x.a.²⁴²,x.a.²⁴²,x a ²⁴²,,Zihui,,,,,173
Shanghai-27-2,,Shanghai,27,ɦ.o.¹³,ɦ.o.¹³,ɦ o ¹³,,Zihui,,,,,174
ZhongyuanYinyun-27-2,,ZhongyuanYinyun,27,x.a.S,x.a.S,x a S/³⁵,,Zihui,,,,,175
Beijing-91-1,,Beijing,91,p.u.⁵¹,p.u.⁵¹,p u ⁵¹,,Zihui,,,,,176
Jinan-91-1,,Jinan,91,p.u.²¹³,p.u.²¹³,p u ²¹³,,Zihui,,,,,177
XiAn-91-1,,XiAn,91,p.u.²¹,p.u.²¹,p u ²¹,,Zihui,,,,,178
Taiyuan-91-1,,Taiyuan,91,p.ə.ʔ.²,p.ə.ʔ.²,p ə ʔ ²,,Zihui,,,,,179
Hankou-91-1,,Hankou,91,p.u.²¹³,p.u.²¹³,p u ²¹³,,Zihui,,,,,180
Chengdu-91-1,,Chengdu,91,p.u.³¹,p.u.³¹,p u ³¹,,Zihui,,,,,181
Yangzhou-91-1,,Yangzhou,91,p.ə.ʔ.⁴,p.ə.ʔ.⁴,p ə ʔ ⁴,,Zihui,,,,,182
Suzhou-91-1,,Suzhou,91,p.ɤ.ʔ.⁴,p.ɤ.ʔ.⁴,p ɤ ʔ ⁴,,Zihui,,,,,183
Wenzhou-91-1,,Wenzhou,91,p.a.i.³²³,p.a.i.³²³,p ai ³²³,,Zihui,,,,,184
Changsha-91-1,,Changsha,91,p.u.²⁴,p.u.²⁴,p u ²⁴,,Zihui,,,,,185
Shuangfeng-91-1,,Shuangfeng,91,p.u.²³,p.u.²³,p u ²³,,Zihui,,,,,186
Nanchang-91-1,,Nanchang,91,p.ə.t.⁵,p.ə.t.⁵,p ə t ⁵,,Zihui,,,,,187
Meixian-91-1,,Meixian,91,p.u.t.¹,p.u.t.¹,p u t ¹,,Zihui,,,,,188
Guangzhou-91-1,,Guangzhou,91,p.a.t.⁵,p.a.t.⁵,p a t ⁵,,Zihui,,,,,189
Xiamen-91-1,,Xiamen,91,p.u.t.³²,p.u.t.³²,p u t ³²,,Zihui,,,,,190
Xiamen-91-2,,Xiamen,91,.m.³³,.m.³³,m ³³,,Zihui,,,,,191
Chaozhou-91-1,,Chaozhou,91,p.u.k.²¹,p.u.k.²¹,p u k ²¹,,Zihui,,,,,192
Fuzhou-91-1,,Fuzhou,91,p.o.u.ʔ.²³,p.o.u.ʔ.²³,p ou ʔ ²³,,Zihui,,,,,193
Shanghai-91-1,,Shanghai,91,p.ɤ.ʔ.⁵,p.ɤ.ʔ.⁵,p ɤ ʔ ⁵,,Zihui,,,,,194
ZhongyuanYinyun-91-1,,ZhongyuanYinyun,91,p.u.R¹,p.u.R¹,p u R¹/²¹⁴,,Zihui,,,,,195
Beijing-83-1,,Beijing,83,tʂ.u.ŋ.⁵⁵,tʂ.u.ŋ.⁵⁵,ʈʂ u ŋ ⁵⁵,,Zihui,,,,,196
Jinan-83-1,,Jinan,83,tʂ.u.ŋ.²¹³,tʂ.u.ŋ.²¹³,ʈʂ u ŋ ²¹³,,Zihui,,,,,197
XiAn-83-1,,XiAn,83,pf.o.ŋ.²¹,pf.o.ŋ.²¹,pf o ŋ ²¹,,Zihui,,,,,198
Taiyuan-83-1,,Taiyuan,83,ʦ.u.ŋ.¹¹,ʦ.u.ŋ.¹¹,ts u ŋ ¹¹,,Zihui,,,,,199
