ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy
XiAn-57-1,,XiAn,57,.i.o.u.⁵³,.i.o.u.⁵³,i/j ou ⁵³,,Zihui,,,,,1800
Taiyuan-57-1,,Taiyuan,57,.i.o.u.⁵³,.i.o.u.⁵³,i/j ou ⁵³,,Zihui,,,,,1801
Hankou-57-1,,Hankou,57,.i.o.u.⁴²,.i.o.u.⁴²,i/j ou ⁴²,,Zihui,,,,,1802
Chengdu-57-1,,Chengdu,57,.i.ə.u.⁵³,.i.ə.u.⁵³,i/j əu ⁵³,,Zihui,,,,,1803
Yangzhou-57-1,,Yangzhou,57,.i.ɤ.ɯ.⁴²,.i.ɤ.ɯ.⁴²,i/j ɤɯ ⁴²,,Zihui,,,,,1804
Suzhou-57-1,,Suzhou,57,.i.ø.y.³¹,.i.ø.y.³¹,i/j øy ³¹,,Zihui,,,,,1805
Wenzhou-57-1,,Wenzhou,57,ɦ.i.a.u.³⁴,ɦ.i.a.u.³⁴,ɦ i/j au ³⁴,,Zihui,,,,,1806
Changsha-57-1,,Changsha,57,.i.ɤ.u.⁴¹,.i.ɤ.u.⁴¹,i/j ɤu ⁴¹,,Zihui,,,,,1807
Shuangfeng-57-1,,Shuangfeng,57,.i.ʊ.²¹,.i.ʊ.²¹,i/j ʊ ²¹,,Zihui,,,,,1808
Nanchang-57-1,,Nanchang,57,.i.u.²¹³,.i.u.²¹³,i/j u ²¹³,,Zihui,,,,,1809
Meixian-57-1,,Meixian,57,j.i.u.³¹,j.i.u.³¹,j i/j u ³¹,,Zihui,,,,,1810
Guangzhou-57-1,,Guangzhou,57,j.a.u.²³,j.a.u.²³,j au ²³,,Zihui,,,,,1811
Xiamen-57-1,,Xiamen,57,.i.u.⁵¹,.i.u.⁵¹,i/j u ⁵¹,,Zihui,,,,,1812
Chaozhou-57-1,,Chaozhou,57,.i.u.⁵³,.i.u.⁵³,i/j u ⁵³,,Zihui,,,,,1813
Fuzhou-57-1,,Fuzhou,57,.i.e.u.³¹,.i.e.u.³¹,i/j eu ³¹,,Zihui,,,,,1814
Shanghai-57-1,,Shanghai,57,.i.ɯ.¹³,.i.ɯ.¹³,i/j ɯ ¹³,,Zihui,,,,,1815
ZhongyuanYinyun-57-1,,ZhongyuanYinyun,57,.i.o.u.S,.i.o.u.S,i/j ou S/³⁵,,Zihui,,,,,1816
Beijing-59-1,,Beijing,59,ʨʰ.y.²¹⁴,ʨʰ.y.²¹⁴,tɕʰ y ²¹⁴,,Zihui,,,,,1817
Jinan-59-1,,Jinan,59,ʨʰ.y.⁵⁵,ʨʰ.y.⁵⁵,tɕʰ y ⁵⁵,,Zihui,,,,,1818
XiAn-59-1,,XiAn,59,ʨʰ.y.⁵³,ʨʰ.y.⁵³,tɕʰ y ⁵³,,Zihui,,,,,1819
Taiyuan-59-1,,Taiyuan,59,ʨʰ.y.⁵³,ʨʰ.y.⁵³,tɕʰ y ⁵³,,Zihui,,,,,1820
Hankou-59-1,,Hankou,59,ʨʰ.y.³⁵,ʨʰ.y.³⁵,tɕʰ y ³⁵,,Zihui,,,,,1821
Chengdu-59-1,,Chengdu,59,ʨʰ.y.⁵³,ʨʰ.y.⁵³,tɕʰ y ⁵³,,Zihui,,,,,1822
Yangzhou-59-1,,Yangzhou,59,ʨʰ.y.⁴²,ʨʰ.y.⁴²,tɕʰ y ⁴²,,Zihui,,,,,1823
Suzhou-59-1,,Suzhou,59,ʦʰ.y.⁵²,ʦʰ.y.⁵²,tsʰ y ⁵²,,Zihui,,,,,1824
Suzhou-59-2,,Suzhou,59,ʦʰ.i.⁵²,ʦʰ.i.⁵²,tsʰ i ⁵²,,Zihui,,,,,1825
Wenzhou-59-1,,Wenzhou,59,ʦʰ.ɿ.⁴⁵,ʦʰ.ɿ.⁴⁵,tsʰ ɿ ⁴⁵,,Zihui,,,,,1826
Changsha-59-1,,Changsha,59,ʦʰ.i.⁴¹,ʦʰ.i.⁴¹,tsʰ i ⁴¹,,Zihui,,,,,1827
Shuangfeng-59-1,,Shuangfeng,59,ʨʰ.y.²¹,ʨʰ.y.²¹,tɕʰ y ²¹,,Zihui,,,,,1828
Nanchang-59-1,,Nanchang,59,ʨʰ.y.²¹³,ʨʰ.y.²¹³,tɕʰ y ²¹³,,Zihui,,,,,1829
Meixian-59-1,,Meixian,59,ʦʰ.i.³¹,ʦʰ.i.³¹,tsʰ i ³¹,,Zihui,,,,,1830
Guangzhou-59-1,,Guangzhou,59,ʧʰ.œ.y.³⁵,ʧʰ.œ.y.³⁵,tʃʰ œy ³⁵,,Zihui,,,,,1831
Xiamen-59-1,,Xiamen,59,ʦʰ.u.⁵¹,ʦʰ.u.⁵¹,tsʰ u ⁵¹,,Zihui,,,,,1832
Chaozhou-59-1,,Chaozhou,59,ʦʰ.u.⁵³,ʦʰ.u.⁵³,tsʰ u ⁵³,,Zihui,,,,,1833
Fuzhou-59-1,,Fuzhou,59,ʦʰ.y.³¹,ʦʰ.y.³¹,tsʰ y ³¹,,Zihui,,,,,1834
Shanghai-59-1,,Shanghai,59,ʦʰ.y.³⁵/⁵⁵,ʦʰ.y.³⁵/⁵⁵,tsʰ y ³⁵/⁵⁵,,Zihui,,,,,1835
ZhongyuanYinyun-59-1,,ZhongyuanYinyun,59,ʦʰ.i.u.S,ʦʰ.i.u.S,tsʰ i/j u S/³⁵,,Zihui,,,,,1836
Beijing-87-1,,Beijing,87,kʰ.o.u.²¹⁴,kʰ.o.u.²¹⁴,kʰ ou ²¹⁴,,Zihui,,,,,1837
Jinan-87-1,,Jinan,87,kʰ.o.u.⁵⁵,kʰ.o.u.⁵⁵,kʰ ou ⁵⁵,,Zihui,,,,,1838
XiAn-87-1,,XiAn,87,kʰ.o.u.⁵³,kʰ.o.u.⁵³,kʰ ou ⁵³,,Zihui,,,,,1839
Taiyuan-87-1,,Taiyuan,87,kʰ.o.u.⁵³,kʰ.o.u.⁵³,kʰ ou ⁵³,,Zihui,,,,,1840
Hankou-87-1,,Hankou,87,kʰ.o.u.⁴²,kʰ.o.u.⁴²,kʰ ou ⁴²,,Zihui,,,,,1841
Chengdu-87-1,,Chengdu,87,kʰ.ə.u.⁵³,kʰ.ə.u.⁵³,kʰ əu ⁵³,,Zihui,,,,,1842
Yangzhou-87-1,,Yangzhou,87,kʰ.ɤ.ɯ.⁴²,kʰ.ɤ.ɯ.⁴²,kʰ ɤɯ ⁴²,,Zihui,,,,,1843
Suzhou-87-1,,Suzhou,87,kʰ.ø.y.⁵²,kʰ.ø.y.⁵²,kʰ øy ⁵²,,Zihui,,,,,1844
Wenzhou-87-1,,Wenzhou,87,kʰ.ə.u.⁴⁵,kʰ.ə.u.⁴⁵,kʰ əu ⁴⁵,,Zihui,,,,,1845
Changsha-87-1,,Changsha,87,kʰ.ɤ.u.⁴¹,kʰ.ɤ.u.⁴¹,kʰ ɤu ⁴¹,,Zihui,,,,,1846
Shuangfeng-87-1,,Shuangfeng,87,kʰ.i.e.²¹,kʰ.i.e.²¹,kʰ i/j e ²¹,,Zihui,,,,,1847
Nanchang-87-1,,Nanchang,87,kʰ.i.ɛ.u.²¹³,kʰ.i.ɛ.u.²¹³,kʰ i/j ɛu ²¹³,,Zihui,,,,,1848
Meixian-87-1,,Meixian,87,kʰ.ɛ.u.³¹,kʰ.ɛ.u.³¹,kʰ ɛu ³¹,,Zihui,,,,,1849
Guangzhou-87-1,,Guangzhou,87,h.a.u.³⁵,h.a.u.³⁵,h au ³⁵,,Zihui,,,,,1850
Xiamen-87-1,,Xiamen,87,kʰ.ɔ.⁵¹,kʰ.ɔ.⁵¹,kʰ ɔ ⁵¹,,Zihui,,,,,1851
Xiamen-87-2,,Xiamen,87,kʰ.a.u.⁵¹,kʰ.a.u.⁵¹,kʰ au ⁵¹,,Zihui,,,,,1852
Chaozhou-87-1,,Chaozhou,87,kʰ.a.u.⁵³,kʰ.a.u.⁵³,kʰ au ⁵³,,Zihui,,,,,1853
Fuzhou-87-1,,Fuzhou,87,k.e.u.³¹,k.e.u.³¹,k eu ³¹,,Zihui,,,,,1854
Fuzhou-87-2,,Fuzhou,87,kʰ.a.u.³¹,kʰ.a.u.³¹,kʰ au ³¹,,Zihui,,,,,1855
Shanghai-87-1,,Shanghai,87,kʰ.ɤ.ɯ.³⁵/⁵⁵,kʰ.ɤ.ɯ.³⁵/⁵⁵,kʰ ɤɯ ³⁵/⁵⁵,,Zihui,,,,,1856
ZhongyuanYinyun-87-1,,ZhongyuanYinyun,87,kʰ.o.u.S,kʰ.o.u.S,kʰ ou S/³⁵,,Zihui,,,,,1857
Beijing-94-1,,Beijing,94,k.u.²¹⁴,k.u.²¹⁴,k u ²¹⁴,,Zihui,,,,,1858
Jinan-94-1,,Jinan,94,k.u.⁵⁵,k.u.⁵⁵,k u ⁵⁵,,Zihui,,,,,1859
XiAn-94-1,,XiAn,94,k.u.⁵³,k.u.⁵³,k u ⁵³,,Zihui,,,,,1860
Taiyuan-94-1,,Taiyuan,94,kʰ.u.⁵³,kʰ.u.⁵³,kʰ u ⁵³,,Zihui,,,,,1861
Hankou-94-1,,Hankou,94,k.u.⁴²,k.u.⁴²,k u ⁴²,,Zihui,,,,,1862
Chengdu-94-1,,Chengdu,94,k.u.⁵³,k.u.⁵³,k u ⁵³,,Zihui,,,,,1863
Yangzhou-94-1,,Yangzhou,94,k.u.⁴²,k.u.⁴²,k u ⁴²,,Zihui,,,,,1864
Suzhou-94-1,,Suzhou,94,k.ə.u.⁵²,k.ə.u.⁵²,k əu ⁵²,,Zihui,,,,,1865
Wenzhou-94-1,,Wenzhou,94,k.u.⁴⁵,k.u.⁴⁵,k u ⁴⁵,,Zihui,,,,,1866
Changsha-94-1,,Changsha,94,k.u.⁴¹,k.u.⁴¹,k u ⁴¹,,Zihui,,,,,1867
Shuangfeng-94-1,,Shuangfeng,94,k.ə.u.²¹,k.ə.u.²¹,k əu ²¹,,Zihui,,,,,1868
Nanchang-94-1,,Nanchang,94,k.u.²¹³,k.u.²¹³,k u ²¹³,,Zihui,,,,,1869
Meixian-94-1,,Meixian,94,k.u.³¹,k.u.³¹,k u ³¹,,Zihui,,,,,1870
Guangzhou-94-1,,Guangzhou,94,k.u.³⁵,k.u.³⁵,k u ³⁵,,Zihui,,,,,1871
Xiamen-94-1,,Xiamen,94,k.ɔ.⁵¹,k.ɔ.⁵¹,k ɔ ⁵¹,,Zihui,,,,,1872
Chaozhou-94-1,,Chaozhou,94,k.o.u.⁵³,k.o.u.⁵³,k ou ⁵³,,Zihui,,,,,1873
Fuzhou-94-1,,Fuzhou,94,k.u.³¹,k.u.³¹,k u ³¹,,Zihui,,,,,1874
Shanghai-94-1,,Shanghai,94,k.u.³⁵/⁵⁵,k.u.³⁵/⁵⁵,k u ³⁵/⁵⁵,,Zihui,,,,,1875
ZhongyuanYinyun-94-1,,ZhongyuanYinyun,94,k.u.S,k.u.S,k u S/³⁵,,Zihui,,,,,1876
Beijing-435-1,,Beijing,435,ʨ.y.⁵¹,ʨ.y.⁵¹,tɕ y ⁵¹,,Zihui,,,,,1877
Jinan-435-1,,Jinan,435,ʨ.y.²¹,ʨ.y.²¹,tɕ y ²¹,,Zihui,,,,,1878
XiAn-435-1,,XiAn,435,ʨ.y.⁵⁵,ʨ.y.⁵⁵,tɕ y ⁵⁵,,Zihui,,,,,1879
Taiyuan-435-1,,Taiyuan,435,ʨ.y.⁴⁵,ʨ.y.⁴⁵,tɕ y ⁴⁵,,Zihui,,,,,1880
Hankou-435-1,,Hankou,435,ʨ.y.³⁵,ʨ.y.³⁵,tɕ y ³⁵,,Zihui,,,,,1881
Chengdu-435-1,,Chengdu,435,ʨ.y.¹³,ʨ.y.¹³,tɕ y ¹³,,Zihui,,,,,1882
Yangzhou-435-1,,Yangzhou,435,ʨ.y.⁵⁵,ʨ.y.⁵⁵,tɕ y ⁵⁵,,Zihui,,,,,1883
Suzhou-435-1,,Suzhou,435,ʨ.y.⁴¹²,ʨ.y.⁴¹²,tɕ y ⁴¹²,,Zihui,,,,,1884
Wenzhou-435-1,,Wenzhou,435,ʨ.y.⁴²,ʨ.y.⁴²,tɕ y ⁴²,,Zihui,,,,,1885
Changsha-435-1,,Changsha,435,ʨ.y.⁵⁵,ʨ.y.⁵⁵,tɕ y ⁵⁵,,Zihui,,,,,1886
Shuangfeng-435-1,,Shuangfeng,435,t.y.³⁵,t.y.³⁵,t y ³⁵,,Zihui,,,,,1887
Nanchang-435-1,,Nanchang,435,ʨ.y.⁴⁵,ʨ.y.⁴⁵,tɕ y ⁴⁵,,Zihui,,,,,1888
Meixian-435-1,,Meixian,435,k.i.⁵²,k.i.⁵²,k i ⁵²,,Zihui,,,,,1889
Guangzhou-435-1,,Guangzhou,435,k.œ.y.³³,k.œ.y.³³,k œy ³³,,Zihui,,,,,1890
Xiamen-435-1,,Xiamen,435,k.u.¹¹,k.u.¹¹,k u ¹¹,,Zihui,,,,,1891
Chaozhou-435-1,,Chaozhou,435,k.u.²¹³,k.u.²¹³,k u ²¹³,,Zihui,,,,,1892
Fuzhou-435-1,,Fuzhou,435,k.u.ɔ.²¹³,k.u.ɔ.²¹³,k u/w ɔ ²¹³,,Zihui,,,,,1893
Shanghai-435-1,,Shanghai,435,ʨ.y.³⁵/⁵⁵,ʨ.y.³⁵/⁵⁵,tɕ y ³⁵/⁵⁵,,Zihui,,,,,1894
ZhongyuanYinyun-435-1,,ZhongyuanYinyun,435,k.i.u.Q,k.i.u.Q,k i/j u Q/⁵¹,,Zihui,,,,,1895
Beijing-229-1,,Beijing,229,tʂ.ʅ.²¹⁴,tʂ.ʅ.²¹⁴,ʈʂ ʅ ²¹⁴,,Zihui,,,,,1896
Jinan-229-1,,Jinan,229,tʂ.ʅ.⁵⁵,tʂ.ʅ.⁵⁵,ʈʂ ʅ ⁵⁵,,Zihui,,,,,1897
XiAn-229-1,,XiAn,229,ʦ.ɿ.⁵³,ʦ.ɿ.⁵³,ts ɿ ⁵³,,Zihui,,,,,1898
Taiyuan-229-1,,Taiyuan,229,ʦ.ɿ.⁵³,ʦ.ɿ.⁵³,ts ɿ ⁵³,,Zihui,,,,,1899
Hankou-229-1,,Hankou,229,ʦ.ɿ.²¹³,ʦ.ɿ.²¹³,ts ɿ ²¹³,,Zihui,,,,,1900
Chengdu-229-1,,Chengdu,229,ʦ.ɿ.⁵³,ʦ.ɿ.⁵³,ts ɿ ⁵³,,Zihui,,,,,1901
Yangzhou-229-1,,Yangzhou,229,ʦ.ɿ.⁴²,ʦ.ɿ.⁴²,ts ɿ ⁴²,,Zihui,,,,,1902
Suzhou-229-1,,Suzhou,229,ʦ.ɤ.ʔ.⁴,ʦ.ɤ.ʔ.⁴,ts ɤ ʔ ⁴,,Zihui,,,,,1903
Wenzhou-229-1,,Wenzhou,229,ʦ.ɿ.³²³,ʦ.ɿ.³²³,ts ɿ ³²³,,Zihui,,,,,1904
Changsha-229-1,,Changsha,229,tʂ.ʅ.⁴¹,tʂ.ʅ.⁴¹,ʈʂ ʅ ⁴¹,,Zihui,,,,,1905
Shuangfeng-229-1,,Shuangfeng,229,tʂ.ʅ.²¹,tʂ.ʅ.²¹,ʈʂ ʅ ²¹,,Zihui,,,,,1906
Nanchang-229-1,,Nanchang,229,ʦ.ə.t.⁵,ʦ.ə.t.⁵,ts ə t ⁵,,Zihui,,,,,1907
Meixian-229-1,,Meixian,229,ʦ.ə.t.¹,ʦ.ə.t.¹,ts ə t ¹,,Zihui,,,,,1908
Guangzhou-229-1,,Guangzhou,229,ʧ.i.³⁵,ʧ.i.³⁵,tʃ i ³⁵,,Zihui,,,,,1909
Xiamen-229-1,,Xiamen,229,ʦ.i.⁵¹,ʦ.i.⁵¹,ts i ⁵¹,,Zihui,,,,,1910
Chaozhou-229-1,,Chaozhou,229,ʦ.i.⁵³,ʦ.i.⁵³,ts i ⁵³,,Zihui,,,,,1911
Fuzhou-229-1,,Fuzhou,229,ʦ.i.³¹,ʦ.i.³¹,ts i ³¹,,Zihui,,,,,1912
Shanghai-229-1,,Shanghai,229,ʦ.ɤ.ʔ.⁵,ʦ.ɤ.ʔ.⁵,ts ɤ ʔ ⁵,,Zihui,,,,,1913
Beijing-229-2,,Beijing,229,tʂ.ʅ.⁵⁵,tʂ.ʅ.⁵⁵,ʈʂ ʅ ⁵⁵,,Zihui,,,,,1914
Jinan-229-2,,Jinan,229,tʂ.ʅ.²¹³,tʂ.ʅ.²¹³,ʈʂ ʅ ²¹³,,Zihui,,,,,1915
XiAn-229-2,,XiAn,229,tʂ.ʅ.²¹,tʂ.ʅ.²¹,ʈʂ ʅ ²¹,,Zihui,,,,,1916
Taiyuan-229-2,,Taiyuan,229,ʦ.ə.ʔ.²,ʦ.ə.ʔ.²,ts ə ʔ ²,,Zihui,,,,,1917
Hankou-229-2,,Hankou,229,ʦ.ɿ.⁵⁵,ʦ.ɿ.⁵⁵,ts ɿ ⁵⁵,,Zihui,,,,,1918
Chengdu-229-2,,Chengdu,229,ʦ.ɿ.⁴⁴,ʦ.ɿ.⁴⁴,ts ɿ ⁴⁴,,Zihui,,,,,1919
Yangzhou-229-2,,Yangzhou,229,ʦ.ə.ʔ.⁴,ʦ.ə.ʔ.⁴,ts ə ʔ ⁴,,Zihui,,,,,1920
Suzhou-229-2,,Suzhou,229,ʦ.ɤ.ʔ.⁴,ʦ.ɤ.ʔ.⁴,ts ɤ ʔ ⁴,,Zihui,,,,,1921
Wenzhou-229-2,,Wenzhou,229,ʦ.ɿ.³²³,ʦ.ɿ.³²³,ts ɿ ³²³,,Zihui,,,,,1922
Changsha-229-2,,Changsha,229,tʂ.ʅ.²⁴,tʂ.ʅ.²⁴,ʈʂ ʅ ²⁴,,Zihui,,,,,1923
Shuangfeng-229-2,,Shuangfeng,229,tʂ.ʅ.²³,tʂ.ʅ.²³,ʈʂ ʅ ²³,,Zihui,,,,,1924
Nanchang-229-2,,Nanchang,229,ʦ.a.k.⁵,ʦ.a.k.⁵,ts a k ⁵,,Zihui,,,,,1925
Meixian-229-2,,Meixian,229,ʦ.a.k.¹,ʦ.a.k.¹,ts a k ¹,,Zihui,,,,,1926
Guangzhou-229-2,,Guangzhou,229,ʧ.ɛ.k.³,ʧ.ɛ.k.³,tʃ ɛ k ³,,Zihui,,,,,1927
Xiamen-229-2,,Xiamen,229,ʦ.i.a.ʔ.³²,ʦ.i.a.ʔ.³²,ts i/j a ʔ ³²,,Zihui,,,,,1928
Chaozhou-229-2,,Chaozhou,229,ʦ.i.⁵³,ʦ.i.⁵³,ts i ⁵³,,Zihui,,,,,1929
Fuzhou-229-2,,Fuzhou,229,ʦ.i.e.ʔ.²³,ʦ.i.e.ʔ.²³,ts i/j e ʔ ²³,,Zihui,,,,,1930
Shanghai-229-2,,Shanghai,229,ʦ.a.ʔ.⁵,ʦ.a.ʔ.⁵,ts a ʔ ⁵,,Zihui,,,,,1931
Beijing-12-1,,Beijing,12,ʨ.i.a.u.⁵¹,ʨ.i.a.u.⁵¹,tɕ i/j au ⁵¹,,Zihui,,,,,1932
Jinan-12-1,,Jinan,12,ʨ.i.ɔ.²¹,ʨ.i.ɔ.²¹,tɕ i/j ɔ ²¹,,Zihui,,,,,1933
XiAn-12-1,,XiAn,12,ʨ.i.a.u.⁵⁵,ʨ.i.a.u.⁵⁵,tɕ i/j au ⁵⁵,,Zihui,,,,,1934
Taiyuan-12-1,,Taiyuan,12,ʨ.i.a.u.⁴⁵,ʨ.i.a.u.⁴⁵,tɕ i/j au ⁴⁵,,Zihui,,,,,1935
Hankou-12-1,,Hankou,12,ʨ.i.a.u.³⁵,ʨ.i.a.u.³⁵,tɕ i/j au ³⁵,,Zihui,,,,,1936
Chengdu-12-1,,Chengdu,12,ʨ.i.a.u.¹³,ʨ.i.a.u.¹³,tɕ i/j au ¹³,,Zihui,,,,,1937
Yangzhou-12-1,,Yangzhou,12,ʨ.i.ɔ.⁵⁵,ʨ.i.ɔ.⁵⁵,tɕ i/j ɔ ⁵⁵,,Zihui,,,,,1938
Suzhou-12-1,,Suzhou,12,ʨ.i.æ.⁴¹²,ʨ.i.æ.⁴¹²,tɕ i/j æ ⁴¹²,,Zihui,,,,,1939
Wenzhou-12-1,,Wenzhou,12,ʨ.i.ɛ.⁴²,ʨ.i.ɛ.⁴²,tɕ i/j ɛ ⁴²,,Zihui,,,,,1940
Changsha-12-1,,Changsha,12,ʨ.i.a.u.⁵⁵,ʨ.i.a.u.⁵⁵,tɕ i/j au ⁵⁵,,Zihui,,,,,1941
Shuangfeng-12-1,,Shuangfeng,12,ʨ.i.ə.³⁵,ʨ.i.ə.³⁵,tɕ i/j ə ³⁵,,Zihui,,,,,1942
Nanchang-12-1,,Nanchang,12,ʨ.i.ɑ.u.⁴⁵,ʨ.i.ɑ.u.⁴⁵,tɕ i/j ɑu ⁴⁵,,Zihui,,,,,1943
Meixian-12-1,,Meixian,12,k.i.a.u.⁵²,k.i.a.u.⁵²,k i/j au ⁵²,,Zihui,,,,,1944
Guangzhou-12-1,,Guangzhou,12,k.i.u.³³,k.i.u.³³,k i/j u ³³,,Zihui,,,,,1945
Xiamen-12-1,,Xiamen,12,k.i.a.u.¹¹,k.i.a.u.¹¹,k i/j au ¹¹,,Zihui,,,,,1946
Xiamen-12-2,,Xiamen,12,k.i.o.¹¹,k.i.o.¹¹,k i/j o ¹¹,,Zihui,,,,,1947
Chaozhou-12-1,,Chaozhou,12,k.i.e.²¹³,k.i.e.²¹³,k i/j e ²¹³,,Zihui,,,,,1948
Fuzhou-12-1,,Fuzhou,12,k.i.e.u.²¹³,k.i.e.u.²¹³,k i/j eu ²¹³,,Zihui,,,,,1949
Shanghai-12-1,,Shanghai,12,ʨ.i.ɔ.³⁵/⁵⁵,ʨ.i.ɔ.³⁵/⁵⁵,tɕ i/j ɔ ³⁵/⁵⁵,,Zihui,,,,,1950
ZhongyuanYinyun-12-1,,ZhongyuanYinyun,12,k.i.a.u.Q,k.i.a.u.Q,k i/j au Q/⁵¹,,Zihui,,,,,1951
Beijing-6-1,,Beijing,6,kʰ.ɤ.²¹⁴,kʰ.ɤ.²¹⁴,kʰ ɤ ²¹⁴,,Zihui,,,,,1952
Jinan-6-1,,Jinan,6,kʰ.ə.⁵⁵,kʰ.ə.⁵⁵,kʰ ə ⁵⁵,,Zihui,,,,,1953
XiAn-6-1,,XiAn,6,kʰ.ɤ.⁵³,kʰ.ɤ.⁵³,kʰ ɤ ⁵³,,Zihui,,,,,1954
Taiyuan-6-1,,Taiyuan,6,kʰ.ə.⁵³,kʰ.ə.⁵³,kʰ ə ⁵³,,Zihui,,,,,1955
Hankou-6-1,,Hankou,6,kʰ.o.⁴²,kʰ.o.⁴²,kʰ o ⁴²,,Zihui,,,,,1956
Chengdu-6-1,,Chengdu,6,kʰ.o.⁵³,kʰ.o.⁵³,kʰ o ⁵³,,Zihui,,,,,1957
Yangzhou-6-1,,Yangzhou,6,kʰ.ɤ.ɯ.⁴²,kʰ.ɤ.ɯ.⁴²,kʰ ɤɯ ⁴²,,Zihui,,,,,1958
Suzhou-6-1,,Suzhou,6,kʰ.ə.u.⁵²,kʰ.ə.u.⁵²,kʰ əu ⁵²,,Zihui,,,,,1959
Wenzhou-6-1,,Wenzhou,6,kʰ.u.ɔ.⁴⁵,kʰ.u.ɔ.⁴⁵,kʰ u/w ɔ ⁴⁵,,Zihui,,,,,1960
Changsha-6-1,,Changsha,6,kʰ.o.⁴¹,kʰ.o.⁴¹,kʰ o ⁴¹,,Zihui,,,,,1961
Shuangfeng-6-1,,Shuangfeng,6,kʰ.ʊ.²¹,kʰ.ʊ.²¹,kʰ ʊ ²¹,,Zihui,,,,,1962
Nanchang-6-1,,Nanchang,6,kʰ.o.²¹³,kʰ.o.²¹³,kʰ o ²¹³,,Zihui,,,,,1963
Meixian-6-1,,Meixian,6,kʰ.o.³¹,kʰ.o.³¹,kʰ o ³¹,,Zihui,,,,,1964
Guangzhou-6-1,,Guangzhou,6,h.ɔ.³⁵,h.ɔ.³⁵,h ɔ ³⁵,,Zihui,,,,,1965
Xiamen-6-1,,Xiamen,6,kʰ.o.⁵¹,kʰ.o.⁵¹,kʰ o ⁵¹,,Zihui,,,,,1966
Chaozhou-6-1,,Chaozhou,6,kʰ.o.⁵³,kʰ.o.⁵³,kʰ o ⁵³,,Zihui,,,,,1967
Fuzhou-6-1,,Fuzhou,6,kʰ.ɔ.³¹,kʰ.ɔ.³¹,kʰ ɔ ³¹,,Zihui,,,,,1968
Shanghai-6-1,,Shanghai,6,kʰ.u.³⁵/⁵⁵,kʰ.u.³⁵/⁵⁵,kʰ u ³⁵/⁵⁵,,Zihui,,,,,1969
ZhongyuanYinyun-6-1,,ZhongyuanYinyun,6,kʰ.o.S,kʰ.o.S,kʰ o S/³⁵,,Zihui,,,,,1970
Beijing-469-1,,Beijing,469,tʰ.a.i.³⁵,tʰ.a.i.³⁵,tʰ ai ³⁵,,Zihui,,,,,1971
Jinan-469-1,,Jinan,469,tʰ.ɛ.⁴²,tʰ.ɛ.⁴²,tʰ ɛ ⁴²,,Zihui,,,,,1972
XiAn-469-1,,XiAn,469,tʰ.ɛ.²⁴,tʰ.ɛ.²⁴,tʰ ɛ ²⁴,,Zihui,,,,,1973
Taiyuan-469-1,,Taiyuan,469,tʰ.a.i.¹¹,tʰ.a.i.¹¹,tʰ ai ¹¹,,Zihui,,,,,1974
Hankou-469-1,,Hankou,469,tʰ.ɛ.²¹³,tʰ.ɛ.²¹³,tʰ ɛ ²¹³,,Zihui,,,,,1975
Chengdu-469-1,,Chengdu,469,tʰ.a.i.³¹,tʰ.a.i.³¹,tʰ ai ³¹,,Zihui,,,,,1976
Yangzhou-469-1,,Yangzhou,469,tʰ.ɛ.³⁴,tʰ.ɛ.³⁴,tʰ ɛ ³⁴,,Zihui,,,,,1977
Suzhou-469-1,,Suzhou,469,d.E.²⁴,d.E.²⁴,d ᴇ/ɛ ²⁴,,Zihui,,,,,1978
Wenzhou-469-1,,Wenzhou,469,d.E.³¹,d.E.³¹,d ᴇ/ɛ ³¹,,Zihui,,,,,1979
Changsha-469-1,,Changsha,469,t.a.i.¹³,t.a.i.¹³,t ai ¹³,,Zihui,,,,,1980
Shuangfeng-469-1,,Shuangfeng,469,d.u.e.²³,d.u.e.²³,d u/w e ²³,,Zihui,,,,,1981
Nanchang-469-1,,Nanchang,469,tʰ.a.i.²⁴,tʰ.a.i.²⁴,tʰ ai ²⁴,,Zihui,,,,,1982
Meixian-469-1,,Meixian,469,tʰ.ɔ.i.¹¹,tʰ.ɔ.i.¹¹,tʰ ɔi ¹¹,,Zihui,,,,,1983
Guangzhou-469-1,,Guangzhou,469,tʰ.ɔ.i.²¹,tʰ.ɔ.i.²¹,tʰ ɔi ²¹,,Zihui,,,,,1984
Xiamen-469-1,,Xiamen,469,t.a.i.²⁴,t.a.i.²⁴,t ai ²⁴,,Zihui,,,,,1985
Chaozhou-469-1,,Chaozhou,469,tʰ.a.i.⁵⁵,tʰ.a.i.⁵⁵,tʰ ai ⁵⁵,,Zihui,,,,,1986
Fuzhou-469-1,,Fuzhou,469,t.a.i.⁵²,t.a.i.⁵²,t ai ⁵²,,Zihui,,,,,1987
Shanghai-469-1,,Shanghai,469,t.E.¹³,t.E.¹³,t ᴇ/ɛ ¹³,,Zihui,,,,,1988
ZhongyuanYinyun-469-1,,ZhongyuanYinyun,469,t.a.i.P²,t.a.i.P²,t ai P²/⁵⁵,,Zihui,,,,,1989
Beijing-423-1,,Beijing,423,.i.o.u.⁵¹,.i.o.u.⁵¹,i/j ou ⁵¹,,Zihui,,,,,1990
